PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text,Location
tantulus (tantillus) –a –um,"so little, so small",tantulus,Adjective,1,2.20.8
Aurelia –ae f.,Aurelia (name),Aurelia,Noun,3,2.20.10
femina feminae f.,"woman, wife",femina,Noun,15,2.20.10
tunica tunicae f.,tunic,tunica,Noun,6,2.20.10
lego legare legavi legatus,to bequeath; choose as a deputy,lego,Verb,3,2.20.10
insto instare institi,to stand in/on,insto,Verb,6,2.20.11
mulier mulieris f.,woman,mulier,Noun,3,2.20.11
induo induere indui indutus,"to put on, clothe",induo,Verb,3,2.20.11
nequitia nequitiae or nequities –ei f.,depravity,nequitia,Noun,2,2.20.12
improbitas –atis f.,"wickedness, dishonesty",improbitas,Noun,1,2.20.12
pauper pauperis,poor; humble,pauper,Adjective,4,2.20.13
tenuis tenue,thin,tenuis,Adjective,6,2.20.13
ops opis f.,resources,ops,Noun,9,2.20.13
procedo procedere processi processus,to advance,procedo,Verb,14,2.20.13
cito citius (comp.) citissime (superl.),quickly,cito,Adverb,3,2.20.13
sescentie(n)s or sesceni,six hundred times,sescentiens,Number,1,2.20.13
duplex –icis,double,duplex,Number,3,2.20.13
milies,1000 times,milies,Number,1,2.20.13
ducenties or ducentiens,200 times,ducenties,Number,1,2.20.13
falsum –i n.,"a fraud, deceit",falsum,Noun,3,2.20.14
senesco senescere senui,"to grow old, deteriorate",senesco,Verb,5,3.1.1
aemulor aemulari aemulatus sum,"rival, compete with ",aemulor,Verb,9,3.1.1
distinctus –a –um,"separate, different, distinct",distinctus,Adjective,4,3.1.1
cursus cursus m.,"course, advance",cursus,Noun,10,3.1.2
confusus –a –um,"mingled, confused",confusus,Adjective,3,3.1.2
indecet –ere –uit —,it misbecomes,indecet,Verb,1,3.1.2
placidus –a –um,pleasant,placidus,Adjective,4,3.1.2
ordino ordinare,"to set in order, regulate",ordino,Verb,4,3.1.2
serus –a –um,(too) late,serus,Adjective,7,3.1.2
regula –ae f.,basic principle,regula,Noun,2,3.1.3
lectulus –i m.,"bed, couch (dim. of lectus)",lectulus,Noun,5,3.1.4
calceus –i m.,shoe,calceus,Noun,3,3.1.4
ambulo ambulare ambulavi ambulatum,to walk,ambulo,Verb,9,3.1.4
potis or pote (indecl.),powerful (indeclinable),potis,Adjective,6,3.1.5
vehiculum vehiculi n.,vehicle,vehiculum,Noun,11,3.1.5
assumo (or adsumo) –sumere –sumpsi –sumptum,to take in addition,assumo,Verb,13,3.1.5
imbuo –ere –ui –utus,to drench; permeate; wet; stain,imbuo,Verb,3,3.1.6
resido –ere –sidere –sedi,"to sit down, sink down, shrink",resido,Verb,11,3.1.7
lyricus –a –um,of the lyre; lyric,lyricus,Adjective,3,3.1.7
hilaritas –atis f. ,"good humor, merriment, fun",hilaritas,Noun,3,3.1.7
cumulo cumulare cumulavi cumulatus,"to heap up, pile on",cumulo,Verb,5,3.1.7
novem; nonus –a –um,"9, 9th",novem,Number,5,3.1.8
octo; octavus –a –um,8; 8th,octo,Number,9,3.1.8
pila –ae f.,pier; mole,pila,Noun,2,3.1.8
lavo lavare (lavere) lavi lotus (lautus),to wash,lavo,Verb,9,3.1.8
illico or ilico,in that very place; immediately,illico,Adverb,1,3.1.8
accubo accubare accubui accubitus,to lie near or by,accubo,Verb,2,3.1.8
paulisper,for a short while,paulisper,Adverb,7,3.1.8
remissus –a –um,"loose, slack",remissus,Adjective,3,3.1.8
appono –ponere –posui –positus,to place near; appoint,appono,Verb,2,3.1.9
nitidus –a –um,"shining, bring",nitidus,Adjective,2,3.1.9
argentum argenti n.,silver,argentum,Noun,2,3.1.9
Corinthius (Corintheus) –a –um,Corinthian,Corinthius,Adjective,3,3.1.9
condio –ire –ivi –itus,"to season, spice",condio,Verb,3,3.1.9
septuaginta; septuagesimus –a –um,70; 70th,septuaginta,Number,2,3.1.10
integer integra integrum,"untouched, fresh, complete",integer,Adjective,18,3.1.10
agilis –e,"light, agile",agilis,Adjective,2,3.1.10
vividus –a –um,"lively, vigorous",vividus,Adjective,1,3.1.10
ingredior ingredi ingressus sum,"to step in, enter",ingredior,Verb,6,3.1.11
receptus –us m.,"retraction, recantation",receptus,Noun,1,3.1.11
cano canere cecini cantus,to sing,cano,Verb,3,3.1.11
statuo statuere statui statutus,to set up,statuo,Verb,10,3.1.12
subsigno –are –avi –atus,"to mark or write beneath, to undersign",subsigno,Verb,2,3.1.12
eveho –ere –vexi –vectus,to carry forth; carry up,eveho,Verb,2,3.1.12
effugio effugere effugi,"to flee, escape",effugio,Verb,2,3.1.12
suppeto –petere –petivi (–petii) –petitum,"to be at hand, be available",suppeto,Verb,3,3.2.1
iure,"rightly, justly",iure,Adverb,4,3.2.1
Arrianus –i m.,Arrianus (name),Arrianus,Noun,1,3.2.2
Maturus –i m.,Maturus (name),Maturus,Noun,1,3.2.2
Altinates –(i)um m.pl.,inhabitants of Altinum,Altinates,Noun,1,3.2.2
intelligentia (intellegentia) –ae f.,"intellect, understanding",intelligentia,Noun,2,3.2.3
aestimo aestimare aestimavi aestimatus,to appraise,aestimo,Verb,16,3.2.5
astruo (adstr–) astruere astruxi astructum,to add to,astruo,Verb,6,3.2.5
inopinans –antis,"not expecting, unaware ",inopinans,Adjective,1,3.2.5
splendidus –a –um,"shining, clear, brilliant, splendid",splendidus,Adjective,8,3.2.5
debitor –oris m.,debtor,debitor,Noun,5,3.2.6
unicus –a –um,unique,unicus,Adjective,6,3.3.1
avus avi m.,grandfather,avus,Noun,9,3.3.1
exsisto –sistere –stiti,"to emerge, appear, be visible, be",exsisto,Verb,5,3.3.1
paternus –a –um,paternal,paternus,Adjective,6,3.3.1
spectatus –a –um,"tested, proved",spectatus,Adjective,4,3.3.1
illustris illustre,bright,illustris,Adjective,4,3.3.1
conspicuus –a –um,"in view, visible",conspicuus,Adjective,3,3.3.1
adolesco adolescere adolevi adultus,grow up,adolesco,Verb,1,3.3.2
pueritia pueritiae f.,boyhood,pueritia,Noun,2,3.3.3
intra,within,intra,Preposition,19,3.3.3
extra,"outside, beyond",extra,Preposition,3,3.3.3
circumspicio –ere –spexi –spectus,to look around; cast a glance round upon; survey,circumspicio,Verb,4,3.3.3
rhetor rhetoris,teacher of rhetoric,rhetor,Noun,2,3.3.3
custos custodis m.,guardian,custos,Noun,4,3.3.4
demonstro demonstrare demonstravi demonstratus,"to indicate, show clearly",demonstro,Verb,6,3.3.5
Genitor –oris m. ,Genitor (name),Genitor,Noun,2,3.3.5
caritas caritatis f.,dearness,caritas,Noun,13,3.3.5
emendatus –a –um,"without blemish, flawless",emendatus,Adjective,4,3.3.5
horridus –a –um,"rough, uncouth",horridus,Adjective,1,3.3.5
recessus –us m.,recess,recessus,Noun,1,3.3.6
latebra –ae f.,"hiding place, concealment",latebra,Noun,1,3.3.6
sponsor –oris m.,"a bondsman, bail",sponsor,Noun,1,3.3.6
prosum prodesse profui profuturus,to be useful,prosum,Verb,15,3.3.6
comprobo comprobare comprobavi comprobatus,to approve,comprobo,Verb,5,3.4.1
Tuscus –a –um,Etrurian; Tuscan; Etruscan,Tuscus,Adjective,11,3.4.2
praefectus praefecti m.,prefect,praefectus,Noun,12,3.4.2
commeatus commeatus m.,commerce; provisions; leave of absence,commeatus,Noun,5,3.4.2
Baetica –ae f.,"Hispania Baetica, now Andalusia; Spain",Baetica,Noun,6,3.4.2
Classicus –i m.,Classicus (name),Classicus,Noun,17,3.4.2
collega collegae m.,colleague,collega,Noun,5,3.4.3
amans –antis,"loving, fond; (subst.) a lover",amans,Adjective,14,3.4.3
praeloquor –i locutus (loquutus) sum,to speak beforehand or first,praeloquor,Verb,3,3.4.3
consultum consulti n.,"decree, decision",consultum,Noun,17,3.4.3
patronus patroni m.,"protector, lawyer",patronus,Noun,9,3.4.3
imploro implorare imploravi imploratus,to implore,imploro,Verb,3,3.4.4
Massa –ae m. ,Massa (a cognomen),Massa,Noun,6,3.4.4
Baebius –ii m.,Baebius,Baebius,Noun,6,3.4.4
allego (adl–) –are,to dispatch a commission; to relate,allego,Verb,3,3.4.4
patrocinium —i n.,"protection, patronage",patrocinium,Noun,3,3.4.4
foedus foederis n.,"contract, treaty",foedus,Noun,4,3.4.4
as–sensio (ads–) –onis f. ,"agreement, applause",assensio,Noun,2,3.4.4
decretum decreti n.,"decision, decree",decretum,Noun,7,3.4.4
praecurro –currere –cucurri –cursum,"to run before, precede",praecurro,Verb,3,3.4.4
conscribo conscribere conscripsi conscriptus,"to enroll, write",conscribo,Verb,3,3.4.4
consensus –us m.,agreement,consensus,Noun,6,3.4.5
numerus numeri m.,"number, amount",numerus,Noun,29,3.4.5
accusatio accusationis f.,accusation,accusatio,Noun,13,3.4.5
hospitium hospiti(i) n.,hospitality,hospitium,Noun,5,3.4.5
recordor recordari recordatus sum,to remember,recordor,Verb,9,3.4.6
conservo conservare conservavi conservatus,"to keep, preserve",conservo,Verb,1,3.4.6
meritum meriti n.,"punishment, reward",meritum,Noun,5,3.4.6
subverto –ere –i subversus,overturn,subverto,Verb,1,3.4.6
amoveo –ere –movi –motus,to move away,amoveo,Verb,1,3.4.7
eiusmodi,such,eiusmodi,Adverb,2,3.4.7
invidia invidiae f.,"envy, jealousy",invidia,Noun,10,3.4.7
libertas libertatis f.,freedom,libertas,Noun,15,3.4.8
simplicitas –atis f.,"simplicity; lack of sophistication, ignorance",simplicitas,Noun,9,3.4.9
index indicis m.,informer; witness; book title,index,Noun,2,3.5.2
iniucundus –a –um,unpleasant,iniucundus,Adjective,1,3.5.2
iaculatio –onis f. ,"a throwing, casting, hurling",iaculatio,Noun,1,3.5.3
ala alae f.,"wing, armpit",ala,Noun,3,3.5.3
Pomponius –a –um,Pomponius (name),Pomponius,Noun,4,3.5.3
Germania –ae f.,Germany,Germania,Noun,4,3.5.4
viginti; vicesimus –a –um,20; 20th,viginti,Number,10,3.5.4
Germanus (Germanicus) –a –um,"German, of the Germans",Germanus,Adjective,1,3.5.4
Drusus –i m.,Drusus,Drusus,Noun,1,3.5.4
victor victoris m.,"conqueror, victor",victor,Noun,4,3.5.4
oro orare oravi oratus,"to pray, plead",oro,Verb,9,3.5.4
oblivio (obolitio) –onis f.,"forgetfulness, oblivion",oblivio,Noun,5,3.5.4
sex; sextus –a –um,6; 6th,sex,Number,11,3.5.5
divido dividere divisi divisus,"to divide, separate",divido,Verb,12,3.5.5
incunabula –orum n.,a cradle,incunabula,Noun,1,3.5.5
perficio perficere perfeci perfectus,"to complete, accomplish",perficio,Verb,7,3.5.5
dubius –a –um,doubtful,dubius,Adjective,13,3.5.5
periculosus –a –um,dangerous,periculosus,Adjective,5,3.5.5
servitus servitutis f.,slavery,servitus,Noun,4,3.5.5
Aufidius –(i)i m.,Aufidius (name),Aufidius,Noun,1,3.5.6
Bassus Bassi m.,Bassus,Bassus,Noun,23,3.5.6
diffusus –a –um,extended,diffusus,Adjective,3,3.5.6
scrupulosus –a –um,"full of sharp stones, rough, jagged, rugged",scrupulosus,Adjective,1,3.5.7
aliquamdiu,for some time,aliquamdiu,Adverb,2,3.5.7
actito –are –avi –atus,to act or plead frequently,actito,Verb,1,3.5.7
distineo –ere –ui –tentus,to hold at bay,distineo,Verb,3,3.5.7
impeditus –a –um,"weighed down, with difficulty",impeditus,Adjective,1,3.5.7
vigilantia –ae f. ,wakefulness,vigilantia,Noun,2,3.5.8
lucubro –are –avi –atus,to work by lamp-light,lucubro,Verb,1,3.5.8
Vulcanalia (Volc–) –ium/–iorum n.pl.,the festival of Vulcan,Vulcanalia,Noun,1,3.5.8
delego –are,"to send away, dispatch",delego,Verb,5,3.5.9
revertor reverti reversus sum,to return,revertor,Verb,13,3.5.9
interdiu,by day,interdiu,Adverb,3,3.5.10
excerpo excepere excerpsi excerptum,"to select for removal, take away",excerpo,Verb,4,3.5.10
frigida –ae f.,cold water ,frigida,Noun,3,3.5.11
gusto gustare gustavi gustatus,to taste,gusto,Verb,3,3.5.11
dormio dormire dormivi dormitum,to sleep,dormio,Verb,5,3.5.11
minimus –a –um,"least, smallest",minimus,Adjective,1,3.5.11
perperam,wrongly,perperam,Adverb,1,3.5.12
nempe,indeed,nempe,Adverb,3,3.5.12
interpellatio –onis f.,interruption,interpellatio,Noun,2,3.5.12
parsimonia –ae f.,frugality,parsimonia,Noun,1,3.5.12
fremitus –us m.,murmuring,fremitus,Noun,1,3.5.14
destringo –stringere –strinxi –strictum,"to strip off, touch gently, criticize",destringo,Verb,1,3.5.14
tergeo –ere –tersi –tersus or tergo tergere,to wipe; clean,tergeo,Verb,1,3.5.14
notarius –(i)i m.,"shorthand writer, stenographer",notarius,Adjective,3,3.5.15
manicae –arum f.,something connected with the hand; a sleeve reaching to the hand; a long sleeve; found only in the pl.,manicae,Noun,1,3.5.15
asperitas asperitatis f. ,harshness ,asperitas,Noun,4,3.5.15
veho vehere vexi vectus,to carry,veho,Verb,6,3.5.15
impertio impertire or impertior impertiri ,to share with,impertio,Verb,4,3.5.16
commentarius –i m.,"a note–book, commentary",commentarius,Noun,7,3.5.17
opisthographus –a –um,written on the back,opisthographus,Adjective,1,3.5.17
multiplico multiplicare,to multiply,multiplico,Verb,1,3.5.17
procuro procurare procuravi procuratus,to care for; attend to; refresh,procuro,Verb,1,3.5.17
quadri(n)genti –ae –a; quadragentesimus –a –um,400; 400th,quadringenti,Number,5,3.5.17
nonne,"introduces a direct question expecting the answer ""yes""",nonne,Adverb,7,3.5.18
impendo –pendere –pendi –pensum,to expend,impendo,Verb,10,3.5.18
instantia –ae f.,"steadiness, constancy, perseverance, insistence",instantia,Noun,2,3.5.18
dedo dedere dedidi deditus,"to give up, surrender",dedo,Verb,3,3.5.19
erubesco erubescere erubui,"to grow red, blush",erubesco,Verb,4,3.5.19
elaboro elaborare,to struggle,elaboro,Verb,5,3.5.20
stimulus –i m.,prick; spur,stimulus,Noun,3,3.5.20
obvenio –venire –veni –ventum,"to come up to, go to meet",obvenio,Verb,3,3.6.1
exiguus –a –um,"small, little",exiguus,Adjective,9,3.6.1
celo celare celavi celatus,to hide,celo,Verb,3,3.6.2
os ossis n.,bone,os,Noun,3,3.6.2
musculus –i m.,a little mouse; little shed,musculus,Noun,2,3.6.2
nervus –i m.,muscle; string,nervus,Noun,2,3.6.2
vena venae f.,vein,vena,Noun,3,3.6.2
ruga –ae f.,wrinkle,ruga,Noun,2,3.6.2
spiro spirare spiravi spiratus,to breathe,spiro,Verb,1,3.6.2
contraho contrahere contraxi contractus,to collect; shrink because of pain,contraho,Verb,12,3.6.2
collum colli n.,neck,collum,Noun,1,3.6.2
lacertus –i m.,"the arm, esp. the upper arm",lacertus,Noun,1,3.6.2
papilla –ae f.,"nipple, breast",papilla,Noun,1,3.6.2
venter ventris m.,"stomach, belly",venter,Noun,2,3.6.2
aes aeris n.,"copper, bronze; money",aes,Noun,7,3.6.3
color coloris m.,color,color,Noun,5,3.6.3
tirunculus –i m.,a young beginner,tirunculus,Noun,1,3.6.3
templum templi n.,temple,templum,Noun,12,3.6.4
donum doni n.,gift,donum,Noun,3,3.6.5
basis –is f. ,"base, foundation",basis,Noun,1,3.6.5
marmor –oris n.,marble,marmor,Noun,11,3.6.5
isto,"thither, to the place",isto,Adverb,2,3.6.6
Silius –ii m.,Silius,Silius,Noun,1,3.7.1
Italus (Italicus) –a –um,Italian,Italus,Adjective,3,3.7.1
Neapolitanum –i n.,Neapolitanum (villa),Neapolitanum,Noun,1,3.7.1
inedia –ae f.,starvation,inedia,Noun,1,3.7.1
irrevocabilis –e,irrevocable,irrevocabilis,Adjective,1,3.7.2
sapienter sapientius sapientissime,wisely more wisely most wisely,sapienter,Adverb,4,3.7.3
comiter,in a friendly manner,comiter,Adverb,1,3.7.3
Asia –ae,Asia,Asia,Noun,3,3.7.3
macula –ae f.,spot,macula,Noun,1,3.7.3
abluo –ere –lui –lutus,to wash away,abluo,Verb,1,3.7.3
potentia potentiae f.,power,potentia,Noun,1,3.7.4
saluto salutare salutavi salutatus,to greet,saluto,Verb,7,3.7.4
transigo transigere transegi transactum,"to stab, drive through",transigo,Verb,2,3.7.4
Campania –ae f.,Campania,Campania,Noun,7,3.7.6
emacitas –atis f.,a propensity to buy,emacitas,Noun,1,3.7.7
reprehensio –onis f.,"a reproof, criticism",reprehensio,Noun,4,3.7.7
adamo adamare –avi –atum,to fall in love,adamo,Verb,1,3.7.8
ubique,everywhere,ubique,Adverb,5,3.7.8
veneror venerari veneratus sum or venero –are,to venerate,veneror,Verb,7,3.7.8
Vergilius (Virgilius) –ii m.,Vergil,Vergilius,Noun,4,3.7.8
natalis –is m.,birthday (dies natalis),natalis,Noun,6,3.7.8
religiosus –a –um,"reverent, superstitious",religiosus,Adjective,9,3.7.8
celebro celebrare celebravi celebratus,to frequent; celebrate,celebro,Verb,19,3.7.8
Neapolis –is f.,Naples,Neapolis,Noun,1,3.7.8
Neronianus –a –um,of Nero,Neronianus,Adjective,1,3.7.10
fragilitas –atis f.,"fragility, weakness, frailty; moral weakness, esp. sexual sin",fragilitas,Noun,2,3.7.10
Valerius –ii m.,Valerius (name),Valerius,Noun,10,3.7.12
Festus –i m.,Festus,Festus,Noun,1,3.7.12
facinus facinoris n.,"deed, crime",facinus,Noun,1,3.7.12
occido occidere occidi occisum,"to knock down, kill",occido,Verb,9,3.7.12
multitudo multitudinis f.,"multitude, number",multitudo,Noun,1,3.7.13
vivacitas –atis f.,"natural vigor, tenaciousness, vivaciousness",vivacitas,Noun,1,3.7.13
regius –a –um,royal,regius,Adjective,1,3.7.13
Xerxes –is m.,Xerxes (name),Xerxes,Noun,1,3.7.13
immensus –a –um,immense,immensus,Adjective,5,3.7.13
inlacrimo inlacrimare inlacrimavi inlacrimatus,to weep,inlacrimo,Verb,1,3.7.13
occasus –us m.,going down; setting; the west,occasus,Noun,1,3.7.13
futilis (futtilis) –e,"vain, weak",futilis,Adjective,1,3.7.14
testor –ari –atus sum,to testify,testor,Verb,5,3.7.14
instigo instigare instigavi instigatus,to goad on; incite,instigo,Verb,1,3.7.15
exacuo –acuere –acui –acutum,to sharpen,exacuo,Verb,1,3.7.15
Neratius –(i)i m.,Neratius (name),Neratius,Noun,1,3.8.1
Marcellus –i m.,Marcellus,Marcellus,Noun,1,3.8.1
Caesennius –ii m.,Caesennius ,Caesennius,Noun,1,3.8.1
Silvanus –i m.,Silvanus (name),Silvanus,Noun,2,3.8.1
propinquus –a –um,"near, related",propinquus,Adjective,6,3.8.1
transfero transferre transtuli translatus,to bring across,transfero,Verb,15,3.8.1
pareo parere parui paritus,"to obey, appear, be present",pareo,Verb,10,3.8.4
subdo –ere –didi –ditus,to put under; place or fasten under,subdo,Verb,2,3.8.4
perscribo perscribere perscripsi perscriptum,to write out in full,perscribo,Verb,4,3.9.1
exhaurio exhaurire exhausi exhaustum,"to drain, exhaust",exhaurio,Verb,7,3.9.1
violens –entis,"impetuous, violent",violens,Adjective,1,3.9.2
venustus –a –um,charming,venustus,Adjective,3,3.9.3
illepidus –a –um,impolite,illepidus,Adjective,1,3.9.3
malum mali n.,"evil, calamity",malum,Noun,15,3.9.3
incumbo –ere –cubui –cubitus,to lean or recline upon (w. dat.); bear down on (in a military or sexual sense),incumbo,Verb,3,3.9.4
praeverto –ere –verti –versus,to turn before; to preoccupy,praeverto,Verb,2,3.9.5
infamis infamis infame,infamous,infamis,Adjective,3,3.9.5
ambiguus –a –um,"uncertain, doubtful",ambiguus,Adjective,3,3.9.5
credibilis –e,"believable, credible",credibilis,Adjective,6,3.9.5
nihilominus or nihilo minus,nevertheless,nihilominus,Adverb,5,3.9.6
persto perstiti perstatu,to continue standing; remain fixed,persto,Verb,5,3.9.6
intercapedo –inis f.,"an interruption, interval",intercapedo,Noun,3,3.9.6
socius –ii m.,"ally, comrade",socius,Noun,8,3.9.6
minister ministri m.,"attendant, servant",minister,Noun,7,3.9.6
defero deferre detuli delatus,"to carry away; report, confer",defero,Verb,11,3.9.6
nominatim,by name,nominatim,Adverb,1,3.9.6
inquisitio inquisitionis f.,"investigation, inquisition",inquisitio,Noun,8,3.9.6
Lucceius –ii m.,Lucceius,Lucceius,Noun,2,3.9.7
Albinus –i m.,Albinus (name),Albinus,Noun,2,3.9.7
mutuo,"mutually, in return",mutuo,Adverb,2,3.9.7
certamen certaminis n.,"contest, struggle",certamen,Noun,15,3.9.8
iugum iugi n.,"yoke; ridge, chain of hills",iugum,Noun,1,3.9.8
onus oneris n.,"load, burden",onus,Noun,6,3.9.8
fascis –is m.,bundle; burden,fascis,Noun,2,3.9.9
lasso lassare lassavi lassatus,"to tire out, wear out",lasso,Verb,1,3.9.9
confundo confundere confudi confusus,to pour together,confundo,Verb,4,3.9.9
piacularis –e ,"atoning, expiatory",piacularis,Adjective,1,3.9.9
dominor dominari dominatus ,to be lord or master; rule,dominor,Verb,2,3.9.10
delitesco –ere delitui,to hide; lurk,delitesco,Verb,1,3.9.10
Sertorianus –a –um,"Sertorian, of or belonging to Sertorius",Sertorianus,Adjective,1,3.9.11
miles militis m.,soldier,miles,Noun,17,3.9.11
cauda –ae f.,"the tail, coda",cauda,Noun,1,3.9.11
nocens nocentis,guilty,nocens,Adjective,3,3.9.12
Probus –i m.,Probus (name),Probus,Noun,3,3.9.12
Hispanus –a –um,Spanish,Hispanus,Adjective,4,3.9.12
facundia –ae f.,eloquence,facundia,Noun,1,3.9.12
validus –a –um,strong,validus,Adjective,4,3.9.12
expeditus –a –um,"unencumbered; lightened, as for action or travel",expeditus,Adjective,6,3.9.12
ami¯cula –ae f.,"mistress, girlfriend",ami¯cula,Noun,1,3.9.13
iactans –antis,arrogant,iactans,Adjective,2,3.9.13
io,hurrah! oh!,io,Interjection,2,3.9.13
quadragie(n)s,40 times,quadragiens,Number,2,3.9.13
precor precari precatus sum,"to beg, pray",precor,Verb,15,3.9.15
imperium imperii n.,"command, power",imperium,Noun,16,3.9.15
Restitutus –i m.,Restitutus (name),Restitutus,Noun,1,3.9.16
vigilo vigilare vigilavi vigilatus,to be awake,vigilo,Verb,3,3.9.16
subitum –i n.,a sudden occurrence,subitum,Noun,1,3.9.16
caligo –inis f.,mist,caligo,Noun,5,3.9.16
perturbatio –onis f.,"disorder, disturbance",perturbatio,Noun,1,3.9.16
offundo offundere offudi offusum ,to pour over; overwhelm,offundo,Verb,1,3.9.16
praeripio praeripere praeripui praereptum,"to snatch, carry off",praeripio,Verb,2,3.9.16
extorqueo extorquere extorsi extortus,"to twist out, wrench away",extorqueo,Verb,5,3.9.16
exitus exitus m.,departure,exitus,Noun,9,3.9.17
spolio spoliare spoliavi spoliatus,to strip,spolio,Verb,2,3.9.17
Fuscus –a –um,Fuscus (name),Fuscus,Adjective,5,3.9.18
Stilonius –(i)i m.,Stilonius (name),Stilonius,Noun,1,3.9.18
cohors cohortis f.,"cohort, band, troop",cohors,Noun,5,3.9.18
dispar disparis,dissimilar,dispar,Adjective,1,3.9.18
biennium –i n. ,two years,biennium,Noun,4,3.9.18
congrego congregare congregavi congregatus,"to assemble, collect",congrego,Verb,2,3.9.19
extraho extrahere extraxi extractum,to draw out,extraho,Verb,3,3.9.19
implico implicare implicavi (implicui) implicitus,to fold in; involve,implico,Verb,7,3.9.19
suspicio suspicionis f.,mistrust,suspicio,Noun,5,3.9.19
exter extera exterum,"outward, foreign",exter,Adjective,7,3.9.20
inmerens –entis,"undeserving, unoffending",inmerens,Adjective,1,3.9.20
telum teli n.,spear; missile weapon,telum,Noun,2,3.9.21
testimonium testimoni(i) n.,testimony,testimonium,Noun,12,3.9.23
fatigo fatigare fatigavi fatigatus,"to tire, wear out",fatigo,Verb,3,3.9.24
totiens,so often,totiens,Adverb,3,3.9.24
altercor –ari –atus sum,"to dispute, contend in words, quarrel",altercor,Verb,1,3.9.24
sublevo sublevare sublevavi sublevatus,to lift from beneath; uplift,sublevo,Verb,2,3.9.24
refuto refutare refutavi refutatus,to repel; disprove,refuto,Verb,1,3.9.24
secreto,"separately, privately",secreto,Adverb,3,3.9.25
adversor –atus sum,to be against,adversor,Verb,2,3.9.25
obsisto obsistere obstiti —,to stand in the way,obsisto,Verb,1,3.9.25
gratiosus –a –um,popular,gratiosus,Adjective,2,3.9.25
reclamo –are,"to contradict, protest",reclamo,Verb,5,3.9.25
coniecto –are,to guess,coniecto,Verb,2,3.9.26
offendo offendere offendi offensus,"to strike, knock against",offendo,Verb,5,3.9.26
perduco perducere perduxi perductum,to bring to/over,perduco,Verb,7,3.9.26
sero,late,sero,Adverb,2,3.9.28
praeposterus –a –um,"in reverse order, perverted, preposterous, unseasonable",praeposterus,Adjective,2,3.9.28
perdecorus –a –um,"very comely, very pretty",perdecorus,Adjective,1,3.9.28
iratus –a –um,angry,iratus,Adjective,2,3.9.29
suborno –ornare,"to fit out, supply, prepare",suborno,Verb,1,3.9.29
exarmo –are,to disarm,exarmo,Verb,1,3.9.29
Norbanus –i m.,Norbanus (name),Norbanus,Noun,4,3.9.29
Licinianus –i m.,Licinianus (name),Licinianus,Noun,6,3.9.29
inquisitor –oris m.,an investigator,inquisitor,Noun,1,3.9.29
Casta –ae f.,Casta (name),Casta,Noun,2,3.9.29
praevaricor –ari –atus sum,to walk crookedly; to be a false advocate,praevaricor,Verb,1,3.9.29
praevaricator –oris m.,a sham accuser,praevaricator,Noun,2,3.9.30
videlicet,clearly,videlicet,Adverb,1,3.9.30
accusator –oris m.,the accuser,accusator,Noun,11,3.9.30
praesidium praesidi(i) n.,protection,praesidium,Noun,3,3.9.31
conflagro conflagrare conflagravi conflagratus,to go up in flames,conflagro,Verb,1,3.9.31
flagitiosus –a –um ,"shameful, disgraceful",flagitiosus,Adjective,2,3.9.31
inquiro inquirere inquisivi inquisitum ,to seek after,inquiro,Verb,4,3.9.31
inimicus –i m.,enemy,inimicus,Noun,6,3.9.31
confidens –entis,"bold, confident",confidens,Adjective,1,3.9.32
obiicio obiicere obieci obiectus,to throw in the way,obiicio,Verb,6,3.9.33
Libo –onis m.,Libo (name),Libo,Noun,1,3.9.33
Frugi (indecl. adj.),Frugi (name),Frugi,Noun,1,3.9.33
Salvus –i m.,Salvus (name),Salvus,Noun,1,3.9.33
insula insulae f.,island; apartment block,insula,Noun,9,3.9.34
corruo –ere –ui,to fall completely; fall down,corruo,Verb,2,3.9.34
rea –ae f.,a defendant; the accused,rea,Noun,2,3.9.34
extremus –a –um,"farthest, extreme",extremus,Adjective,4,3.9.35
audacia audaciae f.,courage,audacia,Noun,4,3.9.35
increpo increpare increpavi/increpui increpatus/increpitus,to rattle; complain loudly about,increpo,Verb,2,3.9.36
protego –tegere –texi –tectum,"to cover, conceal; protect",protego,Verb,2,3.9.36
turbo (turben) turbinis m.,whirlwind,turbo,Noun,2,3.9.36
luctus luctus m.,"mourning, grief",luctus,Noun,4,3.10.2
dispenso –are –avi –atum,"to distribute, apportion",dispenso,Verb,1,3.10.3
futurus –a –um,about to be; future,futurus,Adjective,8,3.10.4
donec,until,donec,Conjunction,8,3.10.4
commuto commutare commutavi commutatus,to change,commuto,Verb,5,3.10.5
immortalis immortalis immortale,immortal,immortalis,Adjective,11,3.10.6
conor conari conatus sum,"to try, attempt",conor,Verb,4,3.10.6
diuturnus –a –um,long–lasting,diuturnus,Adjective,1,3.10.6
Artemidorus –i m. ,Artemidorus (name),Artemidorus,Noun,2,3.11.1
benignus –a –um,kind,benignus,Adjective,4,3.11.1
extollo –ere,to lift up; (fig.),extollo,Verb,1,3.11.1
musso mussare mussavi mussatus,to speak low; mutter,musso,Verb,2,3.11.2
mutuor mutuari,to borrow,mutuor,Verb,4,3.11.2
gratuitus –a –um,"costing nothing, free of charge",gratuitus,Adjective,2,3.11.2
Helvidius –i m.,Helvidius (name),Helvidius,Noun,9,3.11.3
