PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text,Location
perdomo perdomare perdomui perdomitum,to tame thoroughly,perdomo,Verb,2,2.7.2
Cottius –(i)i m.,Cottius (name),Cottius,Noun,3,2.7.3
absens absentis,"absent, distant",absens,Adjective,10,2.7.3
rarus –a –um,"loose, thin",rarus,Adjective,17,2.7.3
vulnus vulneris n.,wound,vulnus,Noun,5,2.7.3
fomentum –i n.,"a warm lotion, palliative",fomentum,Noun,3,2.7.3
medeor mederi,to heal,medeor,Verb,5,2.7.3
specimen –inis n.,means of seeing or knowing; token,specimen,Noun,2,2.7.4
provoco provocare –avi –atus,"to summon, challenge",provoco,Verb,5,2.7.4
adaequo –are,to make equal,adaequo,Verb,1,2.7.4
interpretor –ari or interpreto –are,"to explain, interpret",interpretor,Verb,7,2.7.5
acuo –ere –ui –utus,to make pointed,acuo,Verb,3,2.7.5
iuventus iuventutis f.,"youth, young man",iuventus,Noun,1,2.7.5
gaudium gaudi(i) n.,joy,gaudium,Noun,28,2.7.5
laetor laetari laetatus sum,"to rejoice, be glad",laetor,Verb,11,2.7.6
privatim,privately,privatim,Adverb,5,2.7.6
consummo –are,"to accomplish, complete, finish, perfect; unite",consummo,Verb,4,2.7.6
impatiens –entis,"impatient (+gen.), unable to tolerate",impatiens,Adjective,3,2.7.6
per–gratus –a –um ,"very agreeable, extremely pleasant",pergratus,Adjective,3,2.7.6
effigies –ei or effigia –ae f.,"a portrait, image, effigy",effigies,Noun,5,2.7.6
commeo commeare,to go to and fro,commeo,Verb,3,2.7.6
levo levare levavi levatus,to raise; make light,levo,Verb,2,2.7.7
celeber celebris celebre,famous,celeber,Adjective,4,2.7.7
piscor –ari ,to fish,piscor,Verb,4,2.8.1
Larius –i m.,Larius (place),Larius,Noun,4,2.8.1
piscis piscis m.,fish,piscis,Noun,2,2.8.1
fera ferae f.,wild animal,fera,Noun,1,2.8.1
cingo cingere cinxi cinctus,to surround,cingo,Verb,9,2.8.1
affatim,"sufficiently, enough",affatim,Adverb,2,2.8.1
suggero –ere –gessi –gestus,to bring or put under or up to; supply,suggero,Verb,3,2.8.1
artus –a –um,"straitened, narrow",artus,Adjective,6,2.8.2
accresco (or adcresco) accrescere accrevi accretum,"to grow, increase",accresco,Verb,1,2.8.3
nexus –us m.,"a fastening, joining",nexus,Noun,1,2.8.3
catena –ae f.,"chain, fetter",catena,Noun,4,2.8.3
agmen agminis n.,line of march,agmen,Noun,4,2.8.3
extendo –ere –tendi –tentus (–tensus),to stretch forth; stretch,extendo,Verb,18,2.8.3
inquietus –a –um,"restless, disturbed",inquietus,Adjective,4,2.9.1
petitio petitionis f.,"a blow, attack, request, petition",petitio,Noun,2,2.9.1
Sextus –i m.,Sextus ,Sextus,Noun,2,2.9.1
Erucius –i(i) m.,Erucius (name),Erucius,Noun,2,2.9.1
discrimen discriminis n.,"division, crisis, difference",discrimen,Noun,10,2.9.1
clavus –i m.,"nail, purple stripe on the tunic ",clavus,Noun,4,2.9.2
adiuvo adiuvare adiuvi adiutum,"to help, assist, support",adiuvo,Verb,9,2.9.3
probus –a –um,good,probus,Adjective,9,2.9.3
Clarus –i m.,Clarus,Clarus,Noun,1,2.9.4
exercito –are –avi –atus,to practice; disturb,exercito,Verb,4,2.9.4
defendo defendere defendi defensus,"to defend, ward off",defendo,Verb,14,2.9.4
Septicius –(i)i m.,Septicius (name),Septicius,Noun,1,2.9.4
candidus –a –um,"shining white, clear, bright",candidus,Adjective,5,2.9.4
certatim,with striving or contention,certatim,Adverb,7,2.9.5
aequalis –e,"equal, of the same age",aequalis,Adjective,7,2.9.5
prenso prensare prensavi prensatus,to grasp,prenso,Verb,1,2.9.5
supplico –are,"to kneel down, beseech",supplico,Verb,3,2.9.5
ostendo ostendere ostendi,to show,ostendo,Verb,16,2.9.6
patiens –ntis,"long–suffering, patient; hardy",patiens,Adjective,5,2.10.1
crudelis crudele,"unfeeling, cruel",crudelis,Adjective,1,2.10.1
quousque or quo usque,"until what time, till when",quousque,Adverb,6,2.10.2
os oris n.,"mouth, face",os,Noun,11,2.10.2
lingua linguae f.,tongue; language,lingua,Noun,6,2.10.2
exspectatio exspectationis f.,expectation,exspectatio,Noun,8,2.10.2
frustror –atus sum,to render vain; frustrate,frustror,Verb,3,2.10.2
emico emicare emicui emicatus,"to leap, shine",emico,Verb,1,2.10.2
invitus –a –um,unwilling,invitus,Adjective,11,2.10.2
claustrum –i n.,"bolt, bar",claustrum,Noun,2,2.10.2
refringo –ere –fregi –fractus,to break back; break off,refringo,Verb,4,2.10.2
retraho –ere –traxi –tractus,to draw back,retraho,Verb,2,2.10.3
quandoque ,"whenever, at some time",quandoque,Adverb,4,2.10.3
erro –onis m.,"a wanderer, vagrant",erro,Noun,1,2.10.3
monumentum monumenti n.,"memorial, monument",monumentum,Noun,11,2.10.4
fragilis –e,"easily broken, brittle",fragilis,Adjective,2,2.10.4
caducus –a –um,"liable to fall, doomed",caducus,Adjective,4,2.10.4
occido occidere occidi occasus,to go down; set; fall,occido,Verb,9,2.10.4
laboriosus –a –um,laborious,laboriosus,Adjective,5,2.10.5
providus –a –um,"prudent, prescient",providus,Adjective,1,2.10.5
temere,rashly,temere,Adverb,8,2.10.6
praesumo –ere –sumpsi –sumptus,to take beforehand; anticipate,praesumo,Verb,4,2.10.6
concursus concursus m.,"concourse, crowd",concursus,Noun,1,2.10.7
intentus –a –um,earnestly attentive,intentus,Adjective,3,2.10.7
cupidus –a –um,desirous,cupidus,Adjective,1,2.10.7
infinitus (infinitivus) –a –um,"infinite, endless",infinitus,Adjective,3,2.10.8
fraudo fraudare fraudavi fraudatus,"to defraud, cheat, act illegally",fraudo,Verb,2,2.10.8
timiditas –atis f. ,cowardice,timiditas,Noun,1,2.10.8
actum –i n.,"deed, law; official record ",actum,Noun,6,2.11.1
maiestas –atis f.,greatness; majesty,maiestas,Noun,5,2.11.1
claritas –tatis f.,"brightness, brilliance, splendor",claritas,Noun,6,2.11.1
famosus –a –um ,"renowned, notorious",famosus,Adjective,3,2.11.1
aeternus –a –um,"everlasting, eternal",aeternus,Adjective,6,2.11.1
Marius –ii m.,Marius ,Marius,Noun,14,2.11.2
Priscus –i m.,Priscus,Priscus,Noun,20,2.11.2
Afer Afra Afrum,African; an inhabitant of Africa,Afer,Adjective,1,2.11.2
proconsul proconsulis m.,proconsul,proconsul,Noun,22,2.11.2
praesum praeesse praefui praefuturus,to be before; be present,praesum,Verb,13,2.11.2
provincialis –is m./f.,an inhabitant of a province,provincialis,Noun,15,2.11.2
notus –a –um,well–known,notus,Adjective,18,2.11.2
immanitas immanitatis f.,savageness,immanitas,Noun,3,2.11.2
saevitia saevitiae f.,ferocity,saevitia,Noun,1,2.11.2
innocens –ntis,"innocent, harmless",innocens,Adjective,7,2.11.2
condemno condemnare condemnavi condemnatus,to condemn,condemno,Verb,1,2.11.2
interficio interficere interfeci interfectus,to kill,interficio,Verb,4,2.11.2
Fronto –onis m.,Fronto (name),Fronto,Noun,4,2.11.3
Catius –(i)i m.,Catius (name),Catius,Noun,4,2.11.3
deprecor deprecari deprecatus sum,to ward off (from one's self or others) by earnest prayer,deprecor,Verb,7,2.11.3
ultra,beyond (adv. and prep. +acc.),ultra,Preposition,13,2.11.3
velum veli n.,"sail, awning",velum,Noun,7,2.11.3
ventus venti m.,wind,ventus,Noun,20,2.11.3
miseratio –onis f.,compassion,miseratio,Noun,6,2.11.3
utrimque,on or from either side,utrimque,Adverb,8,2.11.4
concludo –ere –clusi –clusus,to shut completely; shut around,concludo,Verb,3,2.11.4
admitto admittere admisi admissus,"to send to, admit",admitto,Verb,14,2.11.4
vindico vindicare vindicavi vindicatus,to claim,vindico,Verb,17,2.11.4
designo designare designavi designatus,"to mark out, arrange",designo,Verb,13,2.11.5
censeo censere censui census,to assess,censeo,Verb,39,2.11.5
evoco evocare ––– evocatus,"to call out, summon",evoco,Verb,8,2.11.5
vendo vendere vendidi venditus,to sell,vendo,Verb,9,2.11.5
praevaleo –valere –valui —,"to be stronger, have superior power",praevaleo,Verb,7,2.11.6
dissensio –onis f.,disagreement,dissensio,Noun,2,2.11.6
favor favoris m.,goodwill,favor,Noun,4,2.11.6
misericordia misericordiae f.,"pity, mercy",misericordia,Noun,2,2.11.6
vehemens –ntis,violent,vehemens,Adjective,3,2.11.6
paulatim,gradually,paulatim,Adverb,5,2.11.6
restinguo –ere –stinxi –stinctus,to put out,restinguo,Verb,1,2.11.6
consido considere consedi consessus,"to sit down, settle",consido,Verb,5,2.11.6
permisceo –ere –miscui –mistus (–mixtus),to mix completely,permisceo,Verb,6,2.11.7
patesco –ere –patui,to begin to be open; to be open to view,patesco,Verb,4,2.11.7
separo separare separavi separatum,to separate,separo,Verb,3,2.11.7
turba turbae f.,"crowd, uproar",turba,Noun,8,2.11.7
tego tegere texi tectus,to cover,tego,Verb,3,2.11.7
Vitellius –ii m.,Vitellius (name),Vitellius,Noun,2,2.11.8
Honoratus –i m.,Honoratus (name),Honoratus,Noun,3,2.11.8
Flavius –ii m.,Flavius,Flavius,Noun,7,2.11.8
Marcianus –i m.,Marcianus (name),Marcianus,Noun,8,2.11.8
septingenti –ae –a; septingentesimus –a –um,700; 700th,septingenti,Number,5,2.11.8
supplicium supplici(i) n.,punishment,supplicium,Noun,9,2.11.8
arguo arguere argui argutus,to declare; accuse,arguo,Verb,6,2.11.8
fustis –is m.,"a knobbed stick, club",fustis,Noun,1,2.11.8
caedo caedere cecidi caesus,"to kill, strike, cut",caedo,Verb,2,2.11.8
metallum –i n.,mine; metal,metallum,Noun,3,2.11.8
strangulo strangulare,to choke; keep a tight hold of,strangulo,Verb,2,2.11.8
carcer carceris m.,jail,carcer,Noun,1,2.11.8
opportunus –a –um,"suitable, convenient",opportunus,Adjective,6,2.11.9
subtraho –ere –traxi –tractus,to draw from beneath; withdraw,subtraho,Verb,7,2.11.9
absum abesse afui afuturus,"to be away, be absent",absum,Verb,13,2.11.9
Tuccius –(i)i m.,Tuccius (name),Tuccius,Noun,1,2.11.9
Cerealis (Cerialis) –e ,of Ceres,Cerealis,Noun,1,2.11.9
certus –a –um,"sure, fixed",certus,Adjective,31,2.11.9
miserabilis –e,"deplorable, deserving to be pitied",miserabilis,Adjective,1,2.11.9
invidiosus –a –um,envious,invidiosus,Adjective,1,2.11.9
diluo diluere dilui dilutus,to dissolve; wash,diluo,Verb,3,2.11.9
punio –ire –ivi –itum,to punish,punio,Verb,11,2.11.9
conspectus conspectus m.,"look, sight, view",conspectus,Noun,1,2.11.10
augustus –a –um,holy,augustus,Adjective,1,2.11.10
praesideo –ere –sedi,to sit before; preside over,praesideo,Verb,3,2.11.10
Ianuarius –a –um,of or belonging to Janus or the month of January,Ianuarius,Adjective,1,2.11.10
senator senatoris m.,senator,senator,Noun,15,2.11.10
frequentia frequentiae f.,"crowd, throng",frequentia,Noun,3,2.11.10
insitus –a –um,"implanted, fixed",insitus,Adjective,2,2.11.10
mortalis –e,mortal,mortalis,Adjective,2,2.11.10
inusitatus –a –um,unusual,inusitatus,Adjective,3,2.11.10
excio (excieo) –ire –ivi (–ii) –itus (–itus),"to summon, rouse up or forth; call forth",excio,Verb,1,2.11.10
super,over (adv. and prep. +acc.),super,Preposition,22,2.11.11
coitus (coetus) coitus m.,meeting together; sexual union,coitus,Noun,3,2.11.11
benigne,"benevolently, kindly",benigne,Adverb,3,2.11.11
permoveo permovere permovi permotus,to influence,permoveo,Verb,2,2.11.11
obversor –versari,to make an appearance,obversor,Verb,5,2.11.12
difficultas difficultatis f.,difficulty,difficultas,Noun,8,2.11.12
septemvir –viri m.,a septemvir,septemvir,Noun,1,2.11.12
epulo –onis m.,"a guest at a feast or banquet, a feaster, carouser",epulo,Noun,1,2.11.12
neuter neutra neutrum,neither,neuter,Adjective,10,2.11.12
perquam,"as much as possible, extremely",perquam,Adverb,9,2.11.13
atrocitas atrocitatis n.,fierceness,atrocitas,Noun,1,2.11.13
damnatio –onis f.,condemnation,damnatio,Noun,2,2.11.13
adsensus –us m.,an assenting; answering sound,adsensus,Noun,7,2.11.14
hora horae f.,hour,hora,Noun,19,2.11.14
quinque; quintus –a –um,5; 5th,quinque,Number,8,2.11.14
duodecim; duodecimus –a –um,12; 12th,duodecim,Number,1,2.11.14
spatiosus –a –um,"wide, spacious, large",spatiosus,Adjective,7,2.11.14
latus lateris n.,"side, flank, strength",latus,Noun,17,2.11.15
vehementer,vehemently,vehementer,Adverb,8,2.11.15
gracilitas –atis f.,"slenderness, thinness",gracilitas,Noun,1,2.11.15
perpetior –peti –pessus sum,"to bear to the end, endure",perpetior,Verb,3,2.11.15
Marceliinus –i m.,Marcellinus (name),Marceliinus,Noun,4,2.11.16
incoho incohare incohavi incohatus,to lay the foundation; begin,incoho,Verb,23,2.11.16
interventus –us m.,"a coming between, intervention",interventus,Noun,2,2.11.16
scindo scindere scidi scissum,"to cut, rend, tear asunder",scindo,Verb,2,2.11.16
Salvius –i m.,Salvius ,Salvius,Noun,2,2.11.17
Liberalis –e,of or belonging to Liber or Bacchus,Liberalis,Adjective,3,2.11.17
dispono disponere disposui dispositus,"to place, arrange, distribute",dispono,Verb,9,2.11.17
eximius –a –um,"exceptional, distinguished",eximius,Adjective,7,2.11.17
insum inesse infui,to be in,insum,Verb,9,2.11.17
vespera –ae f.,the evening,vespera,Noun,2,2.11.18
includo includere inclusi inclusus,to enclose,includo,Verb,11,2.11.18
probatio –onis f.,"approval, assent",probatio,Noun,5,2.11.18
dirimo –ere –emi –emptus,to take asunder; to separate,dirimo,Verb,7,2.11.18
triduum –i n. ,three days,triduum,Noun,4,2.11.18
Cornutus –i m.,Cornutus (name),Cornutus,Noun,12,2.11.19
Tertullus –i m.,Tertullus (name),Tertullus,Noun,4,2.11.19
veritas veritatis f.,truth,veritas,Noun,9,2.11.19
aerarium –i n.,the treasury in Rome,aerarium,Noun,10,2.11.19
infero inferre intuli inlatus,to bring upon/against,infero,Verb,14,2.11.19
interdico interdicere interdixi interdictum,to forbid,interdico,Verb,4,2.11.19
Africa –ae f.,Africa,Africa,Noun,7,2.11.19
fungor fungi functus sum,to perform (+ acc. or abl.) ,fungor,Verb,15,2.11.19
adsentio –ire –sensi –sensus,to and,adsentio,Verb,2,2.11.20
usque,continuously,usque,Adverb,21,2.11.20
Collega –ae m. ,Collega (a cognomen),Collega,Noun,3,2.11.20
quinquennium –(i)i n.,a period of five years,quinquennium,Noun,3,2.11.20
adsentior adsentiri adsensus sum,to agree with,adsentior,Verb,2,2.11.21
discessio –onis f.,"a separation, division",discessio,Noun,3,2.11.22
sella –ae f.,seat; chair; chair of state,sella,Noun,2,2.11.22
asto astare astiti,to stand near,asto,Verb,2,2.11.22
eo ire ii/ivi itum,to go,eo,Verb,16,2.11.22
annumero –are –avi –atus,to count to,annumero,Verb,2,2.11.22
impulsor –oris m.,"an inciter, instigator",impulsor,Noun,1,2.11.22
mobilis –e,"movable, loose",mobilis,Adjective,2,2.11.22
audeo audere ausus sum,to dare,audeo,Verb,16,2.11.22
Hostilius –i m.,Hostilius (name),Hostilius,Adjective,1,2.11.23
Firminus –i m.,Firminus (name),Firminus,Noun,2,2.11.23
legatus legati m.,"lieutenant, envoy",legatus,Noun,27,2.11.23
vexo vexare vexavi vexatus,"to annoy, attack",vexo,Verb,8,2.11.23
Leptitanus –a –um,of Leptis,Leptitanus,Adjective,1,2.11.23
ministerium –i n.,"service, ministry",ministerium,Noun,11,2.11.23
commodo commodare commodavi commodatus,to accommodate; lend,commodo,Verb,2,2.11.23
stipulor –ari –atus sum,"to engage, bargain",stipulor,Verb,1,2.11.23
quinquaginta; quinquagesimus –a –um,50; 50th,quinquaginta,Number,6,2.11.23
denarius –ii m.,a Roman silver coin,denarius,Noun,6,2.11.23
sestertium gen. pl; rarely sestertiorum or sestertium nummum,"a sesterce, a small silver coin; often abbreviated HS",sestertium,Noun,15,2.11.23
decem; decimus –a –um,10; 10th,decem,Number,19,2.11.23
foedus –a –um,foul,foedus,Adjective,14,2.11.23
unguentarius –i m.,"a dealer in unguents, perfumer",unguentarius,Noun,1,2.11.23
como comere compsi comptus,"to arrange, adorn",como,Verb,1,2.11.23
pumico –are –avi –atus,to polish with pumice-stone,pumico,Verb,1,2.11.23
urbanus –a –um,"urban, urbane, suave, witty",urbanus,Adjective,13,2.11.25
rusticus –a –um,rural,rusticus,Adjective,10,2.11.25
seges –etis f.,field of grain; standing corn,seges,Noun,1,2.11.25
ovis –is n.,sheep,ovis,Noun,2,2.11.25
delicatus –a –um,self-indulgent; pampered; difficult to please; dainty,delicatus,Adjective,11,2.11.25
circum–cido –cidere –cidi –cisum,to trim,circumcido,Verb,2,2.12.1
adrado –radere –rasi –rasum,"to scrape, cut short, shave",adrado,Verb,1,2.12.1
Acutius –(i)i m.,Acutius (name),Acutius,Noun,1,2.12.2
Nerva –ae m.,Nerva,Nerva,Noun,10,2.12.2
sortitio –onis f.,drawing of lots,sortitio,Noun,1,2.12.2
miser misera miserum,"wretched, pitiable",miser,Adjective,13,2.12.3
exseco exsecare exsecui exsectus or execror –ari,to cut out,exseco,Verb,1,2.12.3
molestia molestiae f.,"trouble, annoyance",molestia,Noun,2,2.12.3
ignominia ignominiae f.,disgrace,ignominia,Noun,1,2.12.3
lateo latere latui,"to lie hidden, be hidden",lateo,Verb,2,2.12.3
specula –ae f.,lookout; watch–tower,specula,Noun,2,2.12.3
conspicio conspicere conspexi conspectus,"to catch sight of, behold",conspicio,Verb,4,2.12.3
monstro monstrare monstravi monstratus,"to show, point out",monstro,Verb,4,2.12.3
praebeo praebere praebui praebitus,to supply,praebeo,Verb,12,2.12.3
noto notare notavi notatus,"to mark, sign, censure",noto,Verb,4,2.12.4
proconsulatus –us,proconsulship,proconsulatus,Noun,4,2.12.4
legatio legationis f.,embassy,legatio,Noun,6,2.12.4
pondero –are,to weigh; ponder,pondero,Verb,1,2.12.5
inaequalis –e,"unequal, uneven",inaequalis,Adjective,2,2.12.5
impar –aris,"unequal, in unequal combat",impar,Adjective,2,2.12.5
recipio recipere recepi receptus,to take back,recipio,Verb,26,2.12.6
festino festinare festinavi festinatus,to hurry,festino,Verb,5,2.12.6
tabellarius tabellarii m.,messenger,tabellarius,Noun,6,2.12.6
impedimentum impedimenti n.,hindrance,impedimentum,Noun,2,2.12.6
remuneror –ari –atus sum,to repay,remuneror,Verb,3,2.12.7
istinc,from over there,istinc,Adverb,2,2.12.7
redeo redire redii reditum,to go back,redeo,Verb,14,2.12.7
uber uberis,"fertile, fruitful",uber,Adjective,6,2.12.7
obligo obligare,to bind up,obligo,Verb,18,2.13.1
avide,eagerly,avide,Adverb,3,2.13.1
rego regere rexi rectus,to rule,rego,Verb,13,2.13.2
exercitus exercitus m.,army,exercitus,Noun,6,2.13.2
hinc,"from here, hence",hinc,Adverb,18,2.13.2
converto –ere –verti,"to turn round, cause to turn, turn back",converto,Verb,5,2.13.2
Vosconius –ii m.,Voconius (name),Vosconius,Noun,2,2.13.4
gradus gradus m.,step; position,gradus,Noun,5,2.13.4
vitricus –i m.,a step–father,vitricus,Noun,4,2.13.4
succedo succedere successi successus,to follow,succedo,Verb,6,2.13.4
citerior –ius,nearer,citerior,Adjective,1,2.13.4
Hispania –ae f.,Spain,Hispania,Noun,4,2.13.4
flamen –inis m.,a priest,flamen,Noun,1,2.13.4
arte,"closely, firmly",arte,Adverb,3,2.13.5
se¯rius –a –um,"important, serious",se¯rius,Adjective,9,2.13.5
sodalis sodalis m.,comrade,sodalis,Noun,4,2.13.6
Musa –ae f.,a Muse,Musa,Noun,2,2.13.7
Latinus (Latius) –a –um,of Latium; Latin,Latinus,Adjective,15,2.13.7
delectus –us m,"a choosing, selecting, picking out; choice, distinction",delectus,Noun,1,2.13.8
grate,"gratefully, pleasantly",grate,Adverb,2,2.13.9
fortuna fortunae f.,"fortune, chance",fortuna,Noun,15,2.13.10
interior –ius,"nearer, deeper",interior,Adjective,5,2.13.10
familiaritas familiaritatis f.,friendship,familiaritas,Noun,6,2.13.10
efficax –acis,"effectual, powerful, efficient",efficax,Adjective,3,2.13.11
verum –i n.,that which is true; truth,verum,Noun,8,2.14.1
opinor opinari opinatus sum,"to suppose, imagine",opinor,Verb,5,2.14.1
exilis –e,"strict, narrow, thin, poor",exilis,Adjective,4,2.14.1
raro (rarius rarissime) ,"rarely, seldom",raro,Adverb,4,2.14.1
per–paucus –a –um,"very little, very few",perpaucus,Adjective,1,2.14.2
audax audacis,bold; reckless,audax,Adjective,2,2.14.2
obscurus –a –um,"covered, dark",obscurus,Adjective,7,2.14.2
