PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
congemino congeminare congeminavi congeminatus,to redouble,congemino,Verb,2,11.698
Appenninicola –ae m.,Appenninicola,Appenninicola,Noun,1,11.700
Aunus –i m.,Aunus,Aunus,Noun,2,11.700
avolo avolare avolavi avolatus,to fly away,avolo,Verb,1,11.712
accipiter –tris m.,hawk,accipiter,Noun,1,11.721
eviscero eviscerare evisceravi evisceratus,to disembowel,eviscero,Verb,1,11.723
ignavia –ae f.,want of spirit,ignavia,Noun,1,11.733
adversus or adversum + acc.,"facing, opposite, against, opposed (to) (adv. and prep. + acc.)",adversus,Adverb,2,11.742
defringo –ere –fregi –fractus,to break off,defringo,Verb,1,11.748
repugno repugnare repugnavi repugnatus,to fight against,repugno,Verb,1,11.749
aquila aquilae f.,eagle,aquila,Noun,1,11.752
sinuosus –a –um,full of windings; sinuous,sinuosus,Adjective,1,11.753
exemplum exempli n.,"sample, example",exemplum,Noun,2,11.758
Maeonidae –arum m.,Maeonidae,Maeonidae,Noun,1,11.759
Arruns –untis m.,Arruns,Arruns,Noun,7,11.759
circumeo (circueo ) –ire –ii/–ivi circuitus,to go around,circumeo,Verb,1,11.761
quacumque,"by whatever way, wherever",quacumque,Adverb,3,11.762
Chloreus –ei or –eos m.,Chloreus,Chloreus,Noun,2,11.768
peregrinus –a –um,foreign,peregrinus,Adjective,1,11.772
Gort?nius –a –um,of Gortyna (town); Gortynian; Cretan,Gortynius,Adjective,1,11.773
cassis –idis (cassida –ae) f.,a metal helmet,cassis,Noun,1,11.775
carbaseus –a –um,of linen,carbaseus,Adjective,1,11.776
papilla –ae f.,"nipple, breast",papilla,Noun,2,11.803
remulceo –ere –mulsi –mulsus,to stroke back; fondle; hide,remulceo,Verb,1,11.812
Acca –ae f.,Acca,Acca,Noun,3,11.820
mulco mulcare mulcavi mulcatus,"to beat, maltreat",mulco,Verb,1,11.839
Dercennus –i m.,Dercennus,Dercennus,Noun,1,11.850
Atinas –atis m.,Atinas,Atinas,Noun,2,11.869
quadrupedus –a –um,"going on four feet, galloping",quadrupedus,Adjective,1,11.875
arieto arietare arietavi arietatus,to strike; to stumble; dash,arieto,Verb,1,11.890
vallo vallare vallavi vallatus,to surround with a rampart; to encamp around,vallo,Verb,1,11.915
implacabilis –e,unappeasable,implacabilis,Adjective,2,12.3
latro latronis m.,robber,latro,Noun,1,12.7
glisco –ere,to grow,glisco,Verb,1,12.9
desertor –oris m.,one who has deserted; a renegade,desertor,Noun,1,12.15
sedatus –a –um,composed,sedatus,Adjective,1,12.18
recaleo –ere,to be warm or hot,recaleo,Verb,1,12.35
albeo –ere,to be white,albeo,Verb,1,12.36
adscio –ire,"to ally, receive",adscio,Verb,1,12.38
refuto refutare refutavi refutatus,to repel; disprove,refuto,Verb,1,12.41
haudquaquam,"by no means whatever, not at all",haudquaquam,Adverb,1,12.45
aegresco –ere,to become sick,aegresco,Verb,1,12.46
medeor mederi,to heal,medeor,Verb,2,12.46
penes,within one's power (+ acc.),penes,Preposition,1,12.59
inclino inclinare inclinavi inclinatus,"to influence, bend, tilt",inclino,Verb,1,12.59
rubor ruboris m.,redness,rubor,Noun,1,12.66
calefacio –ere –feci –factus ; calefio calefieri calefactus sum (pass.),to make hot,calefacio,Verb,2,12.66
rosa rosae f.,rose,rosa,Noun,1,12.69
Idmon –onis m.,Idmon,Idmon,Noun,1,12.75
Orithyia –ae f.,Orithyia,Orithyia,Noun,1,12.83
anteeo –ire –ivi (–ii) –ire,to go before; surpass,anteeo,Verb,1,12.84
orichalcum –i n.,mountain copper; brass,orichalcum,Noun,1,12.87
vocatus –us m.,calling; summons,vocatus,Noun,1,12.95
myrra (murra) –ae f.,the myrrh tree; gum of the myrrh tree; myrrh,murra,Noun,1,12.100
proludo –ere –lusi –lusus,to play or practice beforehand; prepare for,proludo,Verb,1,12.106
elatus – a –um,"high, exalted",elatus,Adjective,1,12.115
dimetior –mensus sum,to measure,dimetior,Verb,1,12.117
linum –i n.,flax or hemp,linum,Noun,1,12.120
verbena –ae f.,laurel,verbena,Noun,1,12.120
pilatus –a –um,armed with the javelin,pilatus,Adjective,1,12.121
reclino reclinare reclinavi reclinatus,to recline; rest,reclino,Verb,1,12.130
Iuturna –ae f.,Juturna,Iuturna,Noun,13,12.146
profundo –ere –fudi –fusus,to pour forth; pour,profundo,Verb,1,12.154
quadriiugus –a –um,pertaining to a four–horse team,quadriiugus,Adjective,1,12.162
specimen –inis n.,means of seeing or knowing; token,specimen,Noun,1,12.164
sacrarium sacrarii n.,shrine,sacrarium,Noun,1,12.199
sancio sancire sanxi sanctus,to consecrate,sancio,Verb,1,12.200
recido –ere –cidi –cisus,to cut away; reduce,recido,Verb,1,12.208
excellens –entis,surpassing; beautiful,excellens,Adjective,1,12.250
obscuro obscurare obscuravi obscuratus,to conceal,obscuro,Verb,1,12.253
stridulus –a –um,hissing,stridulus,Adjective,1,12.267
Gylippus –i m.,Gylippus,Gylippus,Noun,1,12.272
animosus –a –um,"courageous, bold",animosus,Adjective,1,12.277
infreno infrenare infrenavi infrenatus,to furnish with a bridle; to rein,infreno,Verb,1,12.287
proterreo –ere –terrui –territus,to frighten forth or away; put to flight,proterreo,Verb,1,12.291
trabalis –e,of beams,trabalis,Adjective,1,12.294
victima –ae f.,an animal offered in sacrifice; a victim,victima,Noun,1,12.296
amburo –ere –ussi –ustus,to burn round,amburo,Verb,2,12.298
Ebusus –i m.,Ebusus,Ebusus,Noun,1,12.299
nidor –oris m.,vapor,nidor,Noun,1,12.301
Podalirius –ii m.,Podalirius,Podalirius,Noun,1,12.304
Alsus –i m.,Alsus,Alsus,Noun,1,12.304
superimmineo –ere,to overhang,superimmineo,Verb,1,12.306
repens –entis,sudden,repens,Adjective,1,12.313
protero –ere –trivi –tritus,to rub before; trample upon or down,protero,Verb,1,12.330
Thraca –ae f.,Thrace,Thraca,Noun,1,12.335
miserabile,wretchedly,miserabile,Adverb,1,12.338
calco calcare calcavi calcatus,to put under the heel; trample upon; mix by trampling,calco,Verb,1,12.340
Thamyrus –i m.,Thamyrus,Thamyrus,Noun,1,12.341
Lades –is m.,Lades,Lades,Noun,1,12.343
Imbrasus –i m.,Imbrasus,Imbrasus,Noun,1,12.343
Eumedes –is m.,Eumedes,Eumedes,Noun,1,12.346
Dolon –onis m.,Dolon,Dolon,Noun,1,12.347
speculator –oris m.,"courier, spy",speculator,Noun,1,12.349
afficio afficere affeci affectus,"to affect, visit with",afficio,Verb,1,12.352
inane –is n.,void space,inane,Noun,2,12.354
supervenio –ire –veni –ventu,to come over or come unexpectedly,supervenio,Verb,1,12.356
extorqueo extorquere extorsi extortus,"to twist out, wrench away",extorqueo,Verb,1,12.357
metior metiri mensus sum,to measure,metior,Verb,1,12.360
Asb?tes –ae m.,Asbytes,Asbytes,Noun,1,12.362
Sybaris –is m.,Sybaris,Sybaris,Noun,1,12.363
sternax –acis,"plunging, throwing a rider",sternax,Adjective,1,12.364
Edonus –a –um,Edonic,Edonus,Adjective,1,12.365
citatus –a –um,swiftly driven or swiftly running,citatus,Adjective,1,12.373
lancea –ae f.,lance,lancea,Noun,1,12.375
bilix –icis,double–plaited,bilix,Adjective,1,12.375
degusto degustare degustavi degustatus,to taste of; touch,degusto,Verb,1,12.376
procursus –us m.,running forward,procursus,Noun,2,12.379
medicus –a –um,"healing, medical",medicus,Adjective,1,12.402
subvenio subvenire subveni subventum,to aid,subvenio,Verb,1,12.406
dictamnus –i f. or dictanum –i n.,dittany,dictamnus,Noun,1,12.412
pubes (puber) –eris,youthful; pubescent,pubes,Adjective,1,12.413
caulis –is m.,stalk,caulis,Noun,1,12.413
salubris –e or saluber –bris –bre,healthy,salubris,Adjective,1,12.418
ambrosia ambrosiae f.,ambrosia,ambrosia,Noun,1,12.419
sucus –i m.,juice,sucus,Noun,1,12.419
odorifer –era –erum,sweet–scented,odorifer,Adjective,1,12.419
panacea –ae f.,an herb which cured all diseases; all–heal,panacea,Noun,1,12.419
provenio –venire –veni –venturum,to come forth; come about,provenio,Verb,1,12.428
delibo delibare delibavi delibatus,to sip; kiss,delibo,Verb,1,12.434
adolesco adolescere adolevi adultus,grow up,adolesco,Verb,1,12.438
Osiris –is (–idis) m.,Osiris,Osiris,Noun,1,12.458
Arcetius –ii m.,Arcetius,Arcetius,Noun,1,12.459
Epulo –onis m.,Epulo,Epulo,Noun,1,12.459
virago –inis f.,woman of masculine spirit; heroine,virago,Noun,1,12.468
Metiscus –i m.,Metiscus,Metiscus,Noun,5,12.469
temo –onis m.,the tongue or pole of a plow or cart; wagon,temo,Noun,1,12.470
pervolo pervolare pervolavi pervolatus,to fly through or over,pervolo,Verb,1,12.474
hirundo –inis f.,swallow (bird),hirundo,Noun,1,12.474
esca –ae f.,food,esca,Noun,1,12.475
incitus –a –um,rapid,incitus,Adjective,2,12.492
diverto –ere –verti –versus,to turn one’s self,diverto,Verb,2,12.495
Sucro –onis m.,Sucro,Sucro,Noun,1,12.505
abscido –ere –cidi –cisus,to cut off,abscido,Verb,1,12.511
Talos –i m.,Talos,Talos,Noun,1,12.513
Tanais –is m.,Tanais (a male name),Tanais,Noun,1,12.513
Cethegus –i m.,Cethegus,Cethegus,Noun,1,12.513
Onites –ae m.,Onites,Onites,Noun,1,12.514
Echionius –a –um,of Echion; Echionian; Theban,Echionius,Adjective,1,12.515
Peridia –ae f.,Peridia,Peridia,Noun,1,12.515
conduco conducere conduxi conductus,"to bring together, hire, rent",conduco,Verb,1,12.520
decursus –us m.,running down,decursus,Noun,1,12.523
populor –ari –atus sum or populo –are –avi –atus,to lay waste; ravage; ransack,populor,Verb,1,12.525
Murranus –i m.,Murranus,Murranus,Noun,2,12.529
proculco proculcare proculcavi proculcatus,to tread down,proculco,Verb,1,12.534
Hyllus –i m.,Hyllus,Hyllus,Noun,1,12.535
Cupencus –i m.,Cupencus,Cupencus,Noun,1,12.539
eversor –oris m.,an over–thrower,eversor,Noun,1,12.545
Lyrnesus –i f.,Lyrnesus,Lyrnesus,Noun,1,12.547
immunis –e,free from service,immunis,Adjective,1,12.559
libet (libere) libuit libitum est,"it pleases, is pleasing (impersonal)",libet,Verb,1,12.570
cereus –a –um,"waxen, of wax",cereus,Adjective,1,12.589
accido accidere accidi –––,to fall; happen,accido,Verb,1,12.593
incesso –ere –cessivi,to attack,incesso,Verb,1,12.596
discindo –ere –scidi –scissus,to tear asunder,discindo,Verb,1,12.602
Saces –is m.,Saces,Saces,Noun,1,12.651
fulmino fulminare fulminavi fulminatus,to flash/strike like lightning,fulmino,Verb,1,12.654
compingo –ere –pegi –pactus,to join together; p.,compingo,Verb,1,12.674
significo significare significavi significatus,to indicate,significo,Verb,1,12.692
inhibeo –ere –ui –itus,to hold back,inhibeo,Verb,1,12.693
Athos (acc. –ona) m.,Mt. Athos,Athos,Noun,1,12.701
Appenninus –i m.,Apennines,Appenninus,Noun,1,12.703
Sila –ae f.,Sila,Sila,Noun,1,12.715
Taburnus –i m.,Taburnus,Taburnus,Noun,1,12.715
imperito imperitare imperitavi imperitatus,to command,imperito,Verb,1,12.719
vergo –ere,to incline; go down,vergo,Verb,1,12.727
resplendeo –ere,to shine brightly; glitter,resplendeo,Verb,1,12.741
Umber –bra –brum,Umbrian,Umber,Adjective,1,12.753
responso responsare responsavi responsatus,to make answer; echo,responso,Verb,1,12.757
efflagito efflagitare efflagitavi efflagitatus,to ask urgently; demand,efflagito,Verb,1,12.759
minitor –ari –atus sum,to threaten,minitor,Verb,1,12.762
retexo –ere –texui –textus,to weave again; (fig.),retexo,Verb,1,12.763
ludicer –cra –crum,"vain, trivial",ludicer,Adjective,1,12.764
oleaster –tri m.,the wild olive,oleaster,Noun,1,12.766
discludo –ere –clusi –clusus,to open; loosen,discludo,Verb,1,12.782
Indigetes –um m.,Heroes elevated to gods after death,Indigetes,Noun,1,12.794
adiuro adiurare adiuravi adiuratus,to swear by,adiuro,Verb,1,12.816
maiestas –atis f.,greatness; majesty,maiestas,Noun,1,12.820
Megaera –ae f.,Megaera,Megaera,Noun,1,12.846
immedicabilis –e,incurable,immedicabilis,Adjective,1,12.858
serum –i n.,the dead of night; late at night,serum,Noun,1,12.864
everbero everberare everberavi everberatus,to beat violently,everbero,Verb,1,12.866
torpor torporis m.,numbness,torpor,Noun,1,12.867
condicio condicionis f.,"agreement, situation; status",condicio,Noun,1,12.880
contego –ere –texi –tectus,to cover,contego,Verb,1,12.885
lis litis f.,lawsuit; quarrel,lis,Noun,1,12.898
languidus –a –um,languid,languidus,Adjective,1,12.908
conatus conatus m.,attempt,conatus,Noun,1,12.910
succido –ere,to fall down; sink down,succido,Verb,1,12.911
