PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
avunculus avunculi m.,maternal uncle,avunculus,Noun,2,3.343
incassum,in vain,incassum,Adverb,3,3.345
rivus –i m.,"brook, stream",rivus,Noun,7,3.350
fruor frui fructus sum,to enjoy,fruor,Verb,4,3.352
medium –ii n.,middle,medium,Noun,21,3.354
inflo inflare inflavi inflatus,to blow into; fill,inflo,Verb,1,3.357
carbasus –i f. (pl. carbasa –orum n.),linen,carbasus,Noun,3,3.357
quaeso quaesere,to beg,quaeso,Verb,3,3.358
Troiugena –ae m./f.,of Trojan descent,Troiugena,Noun,3,3.359
interpres –etis m./f.,an agent between parties; a mediator,interpres,Noun,6,3.359
tripus –odis m.,three–footed vessel or seat; tripod,tripus,Noun,3,3.360
Clarius –a –um,of Claros (town); Clarian,Clarius,Adjective,1,3.360
praepes –etis,"hastening before, swift, fleet",praepes,Adjective,3,3.361
prosper or more frequently prosperus –a –um,"favorable, auspicious, successful",prosper,Adjective,1,3.362
repositus –(repostus) –a –um,replaced; treasured up,repositus,Adjective,2,3.364
prodigium –ii n.,"a sign, a wonder; a monster",prodigium,Noun,4,3.366
denuntio denuntiare denuntiavi denuntiatus,to denounce,denuntio,Verb,1,3.366
exoro exorare exoravi exoratus,"to pray effectually; entreat, prevail upon",exoro,Verb,1,3.370
auspicium auspici(i) n.,divination; authority,auspicium,Noun,9,3.375
quo,that,quo,Conjunction,5,3.377
hospitus –a –um,welcoming,hospitus,Adjective,3,3.377
lento lentare lentavi lentatus,to make flexible; of oars,lento,Verb,1,3.384
infernus –a –um,"lower, that which lies beneath",infernus,Adjective,8,3.386
Aeaeus –a –um,of Aeaea (island); Aeaean or Colchian,Aeaeus,Adjective,1,3.386
Circe –es or –ae f.,Circe,Circe,Noun,4,3.386
sollicitus –a –um,worried,sollicitus,Adjective,3,3.389
litoreus –a –um,"littoral, of the seashore",litoreus,Adjective,3,3.390
ilex –icis f.,the holm–oak,ilex,Noun,9,3.390
recubo recubare recubavi recubatus,to be lying back or down; recline; be extended; lie,recubo,Verb,4,3.392
requies –etis or –ei f.,repose,requies,Noun,8,3.393
Narycius –a –um,of Naryx,Narycius,Adjective,1,3.399
Locrus –a –um,Locrian; of or from Locri,Locrus,Adjective,2,3.399
Sallentinuus –a –um,of or from the Sallentini,Sallentinuus,Adjective,1,3.400
Lyctius –a –um,of Lyctus (town); Lyctian; Cretan,Lyctius,Adjective,1,3.401
Meliboeus –a –um,of Meliboea,Meliboeus,Adjective,2,3.401
Philoctetes –ae m.,Philoctetes,Philoctetes,Noun,1,3.402
Petelia –ae f.,Petelia,Petelia,Noun,1,3.402
trans,across,trans,Preposition,4,3.403
adoperio –ire –operui –opertus,to cover up,adoperio,Verb,1,3.405
castus –a –um,pure,castus,Adjective,8,3.409
admoveo admovere admovi admotus,"to move to, bring to",admoveo,Verb,3,3.410
raresco –ere,to become thin; to part or begin to stand open; to open,raresco,Verb,1,3.411
Pelorus –i m. or Pelorum –i n.,Pelorus,Pelorus,Noun,2,3.411
circuitus –us m.,"circuit, circle",circuitus,Noun,2,3.413
longinquus –a –um,remote (in time or space),longinquus,Adjective,1,3.415
vetustas vetustatis f.,age,vetustas,Noun,3,3.415
dissilio –ire –ui,to spring apart; burst asunder; be rent asunder,dissilio,Verb,2,3.416
abscindo –ere –scidi –scissus,to tear off,abscindo,Verb,3,3.418
diduco –ducere –duxi –ductum,"to draw apart, separate",diduco,Verb,3,3.419
interluo –ere,to wash between; flow between,interluo,Verb,2,3.419
Scylla –ae f.,Scylla,Scylla,Noun,7,3.420
implacatus –a –um,unappeased,implacatus,Adjective,1,3.420
Charybdis –is f.,Charybdis,Charybdis,Noun,4,3.420
barathrum –i n.,an abyss,barathrum,Noun,2,3.421
sorbeo –ere –ui,to suck; absorb,sorbeo,Verb,1,3.422
erigo erigere erexi erectus,"to set up, erect",erigo,Verb,10,3.423
alternus –a –um,one after the other,alternus,Adjective,9,3.423
verbero verberare verberavi verberatus,"to whip, flog, beat",verbero,Verb,6,3.423
cohibeo –ere –ui –itus,to hold together,cohibeo,Verb,3,3.424
exserto exsertare exsertavi exsertatus,to stretch or thrust forth,exserto,Verb,1,3.425
posterus –a –um,next,posterus,Adjective,9,3.427
pistris (pistrix) –icis f.,sea monster,pistrix,Noun,1,3.427
delphinus –i m. (acc. Delphinas) or delphin –inis m.,dolphin,delphinus,Noun,4,3.428
cauda –ae f.,"the tail, coda",cauda,Noun,4,3.428
Pachynus –i f. or Pachynum –i n.,Pachynum,Pachynus,Noun,3,3.429
circumflecto –ere –flexi –flexus,to bend around; turn far round,circumflecto,Verb,2,3.430
quam,"than; as, how",quam,Adverb,28,3.431
semel,once,semel,Number,7,3.431
informis –e,shapeless; deprived of beauty,informis,Adjective,5,3.431
canis canis m. or f.,dog,canis,Noun,10,3.432
resono resonare resonavi resonatus,to resound,resono,Verb,5,3.432
prudentia prudentiae f.,foresight,prudentia,Noun,1,3.433
libens –entis,willing,libens,Adjective,3,3.438
Trinacria –ae f.,the three–cornered land,Trinacria,Noun,5,3.440
Cumaeus (Cumanus) –a –um,Cumaean; of Cumae,Cumaeus,Adjective,2,3.441
Averna –orum n.,Avernus (lake),Averna,Noun,2,3.442
nota notae f.,"mark, note",nota,Noun,2,3.444
describo describere descripsi descriptus,"to describe, transcribe",describo,Verb,2,3.445
verum,but indeed,verum,Conjunction,6,3.448
volito volitare volitavi volitatus,to fly around,volito,Verb,13,3.450
situs situs m.,situation,situs,Noun,4,3.451
inconsultus –a –um,without advice,inconsultus,Adjective,1,3.452
Sibylla –ae f.,Sibylla,Sibylla,Noun,12,3.452
dispendium –i n.,"expenditure, loss",dispendium,Noun,1,3.453
volens –entis,willing,volens,Adjective,9,3.457
elephantus –i m. or elephas (elephans) –antis m.,elephant,elephantus,Noun,2,3.464
impero imperare imperavi imperatus,"to command, control",impero,Verb,4,3.465
Dodonaeus –a –um,of Dodona; Dodonaean,Dodonaeus,Adjective,1,3.466
lebes –etis m.,kettle or caldron,lebes,Noun,2,3.466
lorica –ae f.,leather corselet; corselet of any material; hauberk,lorica,Noun,13,3.467
hamus –i m.,hook,hamus,Noun,2,3.467
trilix –icis,"of three threads, triple",trilix,Adjective,3,3.467
conus –i m.,cone; the metallic point or apex of helmet,conus,Noun,1,3.468
crista –ae f.,crest,crista,Noun,17,3.468
suppleo –ere –plevi –pletus,to fill up; to supply,suppleo,Verb,1,3.471
digno dignare,to consider worthy,digno,Verb,2,3.475
Ausonia –ae f.,Ausonia,Ausonia,Noun,9,3.477
arripio –ere –ui arreptum,"to snatch, seize",arripio,Verb,7,3.477
praeterlabor –lapsus sum,to glide,praeterlabor,Verb,2,3.478
necesse,necessary (indeclinable),necesse,Adjective,4,3.478
ultra,beyond (adv. and prep. +acc.),ultra,Preposition,8,3.480
digressus –us m.,going away; departure,digressus,Noun,2,3.482
picturatus –a –um,adorned with painting; embroidered,picturatus,Adjective,1,3.483
subtemen –inis n.,that which is woven under or passed under or across the warp in weaving; the cross thread,subtemen,Noun,1,3.483
chlamys –ydis f. or chlamyda –ae,mantle or cloak of woolen cloth,chlamys,Noun,7,3.484
textilis –e,woven,textilis,Adjective,1,3.485
aequalis –e,"equal, of the same age",aequalis,Adjective,5,3.491
pubesco –ere pubui,to be growing up,pubesco,Verb,1,3.491
oborior –oriri –ortus sum,"to arise, appear",oborior,Verb,4,3.492
perago peragere peregi peractum,to finish,perago,Verb,8,3.493
cognatus –a –um,near by birth,cognatus,Adjective,3,3.502
Ceraunia –orum n. pl.,Ceraunia,Ceraunia,Noun,1,3.506
umbro umbrare umbravi umbratus,to overshadow,umbro,Verb,2,3.508
hora horae f.,hour,hora,Noun,4,3.512
segnis segne,slow,segnis,Adjective,17,3.513
capto captare captavi captatus,"to seize, hunt for legacies",capto,Verb,1,3.514
noto notare notavi notatus,"to mark, sign, censure",noto,Verb,3,3.515
consto constare constiti constatus,"to agree, remain unchanged, stand firm",consto,Verb,6,3.518
rubesco –ere –rubui,to grow or turn red; begin to glow,rubesco,Verb,3,3.521
humilis humile,humble,humilis,Adjective,5,3.522
saluto salutare salutavi salutatus,to greet,saluto,Verb,2,3.524
crebresco –ere –crebui,to become frequent,crebresco,Verb,3,3.530
Eurous –a –um,south–eastern,Eurous,Adjective,1,3.533
curvo curvare curvavi curvatus,to bend,curvo,Verb,4,3.533
aspargo –inis f.,sprinkling upon; spray,aspargo,Noun,1,3.534
cautes –is f.,craggy or pointed rock,cautes,Noun,7,3.534
turritus –a –um,turreted,turritus,Adjective,3,3.536
candor –oris m.,shining,candor,Noun,2,3.538
nivalis –e,snowy,nivalis,Adjective,3,3.538
suesco –ere suevi suetus,to become accustomed,suesco,Verb,3,3.541
quadrupes (quadripes) –edis,"four–footed, on all fours; a horse",quadrupes,Noun,4,3.542
frenum –i n. (freni –orum m.),"bridle, reins",frenum,Noun,11,3.542
concors concordis,of one mind,concors,Adjective,2,3.542
armisonus –a –um,with resounding arms,armisonus,Adjective,1,3.544
continuus –a –um,connected,continuus,Adjective,1,3.548
obverto –ere –verti –versus,to turn towards,obverto,Verb,3,3.549
antenna –ae f.,sail yard,antenna,Noun,1,3.549
Graiugena –ae m.,Graiugena,Graiugena,Noun,2,3.550
Herculeus –a –um,of Hercules; Herculean,Herculeus,Adjective,6,3.551
Tarentum –i n.,Tarentum,Tarentum,Noun,1,3.551
Lacinius –a –um,of Lacinium,Lacinius,Adjective,1,3.552
Caulon –onis m.,Caulon,Caulon,Noun,1,3.553
navifragus –a –um,shipwrecking,navifragus,Adjective,1,3.553
Scylaceum –i n.,Scylaceum,Scylaceum,Noun,1,3.553
Aetna –ae f.,Aetna,Aetna,Noun,4,3.554
pulso pulsare pulsavi pulsatus,to hit,pulso,Verb,13,3.555
nimirum,undoubtedly,nimirum,Adverb,1,3.558
rudo –ere –ivi –itus,to send forth a loud,rudo,Verb,3,3.561
cohors cohortis f.,"cohort, band, troop",cohors,Noun,4,3.563
desido –ere –sedi,to sink down,desido,Verb,1,3.565
elido –ere –lisi –lisus,"to crush, kill, dash forth",elido,Verb,3,3.567
roro rorare roravi roratus,to be moist with dew; (fig.),roro,Verb,4,3.567
Cyclops –opis m.,Cyclops,Cyclops,Noun,10,3.569
accessus –us m.,going near to,accessus,Noun,2,3.570
tono tonare tonui —,to thunder,tono,Verb,7,3.571
piceus –a –um,"pitch–black, of pitch",piceus,Adjective,3,3.573
candeo candere –ui,"to shine, to be brillant",candeo,Verb,8,3.573
favilla –ae f.,ashes,favilla,Noun,4,3.573
globus –i m.,any body of a spherical form; a globe,globus,Noun,6,3.574
eructo eructare eructavi eructatus,to belch out; to vomit,eructo,Verb,3,3.576
liquefacio –ere –feci –factus; liquefio –fieri –factus sum,dissolve; melt,liquefacio,Verb,2,3.576
exaestuo exaestuare exaestuavi exaestuatus,to boil up,exaestuo,Verb,2,3.577
Enceladus –i m.,Enceladus,Enceladus,Noun,2,3.578
semustus –a –um,half–burned,semustus,Adjective,3,3.578
caminus –i m.,stove; furnace; forge,caminus,Noun,3,3.580
quotiens or quoties,how many times; whenever,quotiens,Adverb,4,3.581
intremo –ere –ui,to tremble,intremo,Verb,3,3.581
subtexo –ere –texui –textus,to weave beneath; to veil or cover from below; cover,subtexo,Verb,1,3.582
lucidus –a –um,"bright, shining",lucidus,Adjective,3,3.585
aethra –ae f.,the cloudless air; serene sky; heaven,aethra,Noun,2,3.585
sidereus –a –um,starry,sidereus,Adjective,3,3.586
nubila –orum n.,rain clouds,nubila,Noun,9,3.586
intempestus –a –um,unseasonable; unpleasant; gloomy,intempestus,Adjective,3,3.587
Eous –i m.,"Eous, the dawn god",Eous,Noun,2,3.588
umeo –ere,"to be wet, moist",umeo,Verb,4,3.589
dimoveo –ere –movi –motus,to move apart or away; remove,dimoveo,Verb,5,3.589
macies –ei f.,emaciation,macies,Noun,1,3.590
conficio conficere confeci confectus,to finish,conficio,Verb,6,3.590
cultus cultus m.,"cultivation, civilization, dress, mode of life",cultus,Noun,3,3.591
inluvies –ei f.,that which is deposited by washing; dirt,inluvies,Noun,1,3.593
spina –ae f.,thorn,spina,Noun,2,3.594
cetera,adv. (n. pl. of ceterus,cetera,Adverb,1,3.594
paulum or paululum,a little,paulum,Adverb,2,3.597
conterreo –ere –ui –itus,to frighten greatly; terrify,conterreo,Verb,4,3.597
spirabilis –e,"vital, breathable",spirabilis,Adjective,1,3.600
abduco abducere abduxi abductus,to lead/take away,abduco,Verb,4,3.601
Danaus –a –um,of Danaus,Danaus,Adjective,1,3.602
immergo –ere –mersi –mersus,to plunge into,immergo,Verb,2,3.605
pignus –oris n.,pledge,pignus,Noun,4,3.611
depono deponere deposui depositus,to put down,depono,Verb,8,3.612
Achaemenides –ae m.,Achaemenides,Achaemenides,Noun,2,3.614
Adamastus –i m.,Adamastus,Adamastus,Noun,1,3.614
adfabilis –e,easy to be approached,adfabilis,Adjective,1,3.621
aspergo –ere –spersi –spersus,to sprinkle upon,aspergo,Verb,1,3.625
nato natare natavi natatus,to swim,nato,Verb,4,3.625
mando –ere mandi mansus,to chew,mando,Verb,5,3.627
dens dentis m.,tooth,dens,Noun,9,3.627
impune,with impunity,impune,Adverb,8,3.628
quidem,moreover,quidem,Adverb,7,3.628
inflecto –ere –flexi –flexus,to bend,inflecto,Verb,3,3.631
commisceo –ui –mixtus or –mistus,to mix together,commisceo,Verb,8,3.633
torvus –a –um,stern; wild,torvus,Adjective,7,3.636
Phoebeus (Phoebeius) –a –um,pertaining to Phoebeus or Apollo,Phoebeus,Adjective,2,3.637
lampas –adis f.,light,lampas,Noun,5,3.637
Polyphemus –i m.,Polyphemus,Polyphemus,Noun,2,3.641
laniger –era –erum,wool–bearing,laniger,Adjective,4,3.642
presso pressare pressavi pressatus,to press hard; squeeze,presso,Verb,1,3.642
vulgo,commonly,vulgo,Adverb,2,3.643
lustrum –i n.,purifying atonement; the national lustrum or atoning sacrifice,lustrum,Noun,2,3.647
tremesco –ere,to begin to tremble; to tremble,tremesco,Verb,4,3.648
baca –ae f.,berry; pearl,baca,Noun,1,3.649
lapidosus –a –um,stony,lapidosus,Adjective,1,3.649
cornum –i n.,the cornel cherry or cornel berry,cornum,Noun,1,3.649
conlustro conlustrare conlustravi conlustratus,to cast light upon; to look at,conlustro,Verb,1,3.651
addico –ere –dixi –dictus,to pronounce for; to sell,addico,Verb,1,3.653
potius,"rather, more",potius,Adverb,9,3.654
adimo adimere ademi ademptus,to take away,adimo,Verb,5,3.658
truncus –a –um,stripped of its branches,truncus,Adjective,3,3.659
pinus –us or –i f.,pine tree,pinus,Noun,10,3.659
ovis –is n.,sheep,ovis,Noun,2,3.660
voluptas voluptatis f.,pleasure,voluptas,Noun,3,3.660
solamen –inis n.,means of consoling; solace,solamen,Noun,3,3.661
fluidus –a –um,"flowing, running",fluidus,Adjective,1,3.663
lavo lavare (lavere) lavi lotus (lautus),to wash,lavo,Verb,8,3.663
infrendeo –ere or infrendo –ere,to gnash,infrendeo,Verb,3,3.664
incido –ere –cidi –cisus,to cut into; cut upon; cut,incido,Verb,2,3.667
adfecto adfectare adfectavi adfectatus,"to strive after, grasp at",adfecto,Verb,1,3.670
potestas potestatis f.,power,potestas,Noun,9,3.670
potis or pote (indecl.),powerful (indeclinable),potis,Adjective,4,3.671
immugio –ire –ivi or ii –itus,to bellow within; roar,immugio,Verb,2,3.674
excio (excieo) –ire –ivi (–ii) –itus (–itus),"to summon, rouse up or forth; call forth",excio,Verb,8,3.676
Aetnaeus –a –um,of Aetna; Aetnaean,Aetnaeus,Adjective,5,3.678
quercus –us f.,an oak tree,quercus,Noun,8,3.680
conifer –era –erum,cone–bearing,conifer,Adjective,1,3.680
cyparissus –i f.,cypress,cyparissus,Noun,1,3.680
linteum –i n.,"linen cloth, napkin; sailcloth; a sail",linteum,Noun,1,3.686
Boreas –ae m.,the god of the North Wind,Boreas,Noun,4,3.687
praetervehor –vectus sum,to go by; pass,praetervehor,Verb,1,3.688
Pantagias –ae m.,Pantagias,Pantagias,Noun,1,3.689
Megarus –a –um,of or belonging to Megara,Megarus,Adjective,1,3.689
Thapsus –i f.,Thapsus,Thapsus,Noun,1,3.689
relego –ere –legi –lectus,to gather again; pass by,relego,Verb,1,3.690
retrorsus or retrorsum,"backwards, back",retrorsus,Adverb,1,3.690
Sicanus (Sicanius) –a –um,Sicilian; Sicanian,Sicanus,Adjective,7,3.692
praetendo –ere –tendi –tentus,to hold out before; stretch forth,praetendo,Verb,7,3.692
Plemyrium –ii n.,Plemyrium,Plemyrium,Noun,1,3.693
undosus –a –um,"billowy, stormy",undosus,Adjective,2,3.693
Alpheus –i m.,Alpheus River,Alpheus,Noun,1,3.694
Elis –idis f.,Elis,Elis,Noun,2,3.694
subter,"below, beneath (+acc and abl.)",subter,Preposition,6,3.695
Arethusa –ae f.,Arethusa,Arethusa,Noun,1,3.696
confundo confundere confudi confusus,to pour together,confundo,Verb,5,3.696
praepinguis –e,very fat,praepinguis,Adjective,1,3.698
stagno –are –avi –atus,to be stagnant,stagno,Verb,1,3.698
Helorus –i m.,Helorus,Helorus,Noun,1,3.698
proiectus –a –um,projecting,proiectus,Adjective,1,3.699
rado radere rasi rasum,"to shave, scratch; inscribe",rado,Verb,4,3.700
Camarina –ae f.,Camarina,Camarina,Noun,1,3.701
Gelous –a –um,belonging to Gela; of Gela,Gelous,Adjective,1,3.701
Gela –ae f.,Gela,Gela,Noun,1,3.702
Acragas –antis m.,Acragas,Acragas,Noun,1,3.703
ostento ostentare ostentavi ostentatus,to display,ostento,Verb,10,3.703
generator –oris m.,one who begets; a breeder,generator,Noun,1,3.704
palmosus –a –um,full of palm trees,palmosus,Adjective,1,3.705
Selinus –untis f.,Selinus,Selinus,Noun,1,3.705
Lilybeius (Lilybaeus or Lilybitanus) –a –um,of Lilybaeum,Lilybeius,Adjective,1,3.706
Drepanum –i n.,Drepanum,Drepanum,Noun,1,3.707
inlaetabilis (ill–) –e,joyless,inlaetabilis,Adjective,2,3.707
levamen –inis n.,an alleviation; relief,levamen,Noun,1,3.709
renarro renarrare renarravi renarratus,to relate again; recount,renarro,Verb,1,3.717
vena venae f.,vein,vena,Noun,2,4.2
unanimus –a –um,of one mind,unanimus,Adjective,3,4.8
sanus –a –um,sound,sanus,Adjective,1,4.8
Anna –ae f.,Anna,Anna,Noun,7,4.9
insomnium –ii n.,sleeplessness (usually plural); a dream,insomnium,Noun,2,4.9
arguo arguere argui argutus,to declare; accuse,arguo,Verb,5,4.13
iugalis –e,yoked,iugalis,Adjective,6,4.16
pertaedet –taesum est,to it wearies,pertaedet,Verb,2,4.18
taeda taedae f.,torch,taeda,Noun,12,4.18
succumbo –ere –cubui –cubitus,to fall down; succumb,succumbo,Verb,1,4.19
fraternus –a –um,fraternal,fraternus,Adjective,4,4.21
sensus sensus m.,feeling,sensus,Noun,7,4.22
adigo adigere adegi adactus,"to drive to, force to",adigo,Verb,8,4.25
palleo –ere –ui,to be pale,palleo,Verb,6,4.26
Erebus –i m.,Erebus,Erebus,Noun,6,4.26
pudor pudoris m.,decency,pudor,Noun,8,4.27
perpetuus –a –um,continuous,perpetuus,Adjective,3,4.32
Iarbas –ae m.,Iarbas,Iarbas,Noun,3,4.36
Africa –ae f.,Africa,Africa,Noun,1,4.37
placitus –a –um,agreeable,placitus,Adjective,2,4.38
pugno pugnare pugnavi pugnatum,to fight,pugno,Verb,8,4.38
Gaetulus –a –um,Gaetulus,Gaetulus,Adjective,5,4.40
insuperabilis –e,that can not be surmounted,insuperabilis,Adjective,1,4.40
Numida –ae m.,a Numidian (a tribe in northern Africa),Numida,Noun,1,4.41
infrenus –a –um; also infrenis –e,unbridled; riding without bridle,infrenus,Adjective,2,4.41
inhospitus –a –um,unfriendly,inhospitus,Adjective,2,4.41
Syrtis –is f.,shoals on the N. African coast between Carthage and Cyrene,Syrtis,Noun,5,4.41
sitis –is f.,thirst,sitis,Noun,2,4.42
Barcaeus –a –um,of or from the Barcaei,Barcaeus,Adjective,1,4.43
innecto –ere –nexui –nexus,to bind,innecto,Verb,10,4.51
desaevio –ire –ii,to rage furiously; rage,desaevio,Verb,2,4.52
aquosus –a –um,"abounding in water, rainy",aquosus,Adjective,3,4.52
tractabilis –e,"indulgent, yielding",tractabilis,Adjective,2,4.53
impensus –a –um,ample,impensus,Adjective,2,4.54
inflammo inflammare inflammavi inflammatus,"to ignite, set on fire",inflammo,Verb,1,4.54
bidens –ntis m.,"mattock, hoe",bidens,Noun,5,4.57
legifer –era –erum,law–bringing,legifer,Adjective,1,4.58
vacca vaccae f.,cow,vacca,Noun,2,4.61
spatior spatiari spatiatus sum,to walk about,spatior,Verb,1,4.62
inhio inhiare inhiavi inhiatus,to gape at or over; inspect,inhio,Verb,2,4.64
consulo consulere consului consultum,"to consult, plan",consulo,Verb,6,4.64
exta –orum n.,entrails,exta,Noun,5,4.64
edo esse edi esus,to eat,edo,Verb,3,4.66
medulla medullae f.,marrow; middle,medulla,Noun,2,4.66
cerva –ae f.,hind,cerva,Noun,2,4.69
Cressus (Cresius Cressius) –a –um,Cretan,Cressus,Adjective,2,4.70
volatilis –e,"able to fly, fleeting",volatilis,Adjective,2,4.71
saltus saltus m.,pasture,saltus,Noun,5,4.72
letalis –e,"deadly, fatal",letalis,Adjective,4,4.73
harundo –inis f.,"reed, stick",harundo,Noun,7,4.73
vicissim or vice,in turn,vicissim,Adverb,6,4.80
propugnaculum –i n.,defense,propugnaculum,Noun,3,4.87
interrumpo –ere –rupi –ruptus,to break asunder; interrupt,interrumpo,Verb,2,4.88
simulac or simul ac,as soon as,simulac,Conjunction,2,4.90
persentio –ire –sensi –sensus,to feel deeply; feel,persentio,Verb,2,4.90
paciscor pacisci pactus,to agree,paciscor,Verb,4,4.99
dotalis –e,pertaining to a dowry,dotalis,Adjective,3,4.104
abnuo abnuere abnui abnuitus,"to refuse, deny",abnuo,Verb,3,4.108
malo malle malui,to prefer,malo,Verb,5,4.108
probo probare probavi probatus,to approve,probo,Verb,3,4.112
confio confieri confactus,to be brought together,confio,Verb,1,4.116
venor venari venatus sum,"to hunt, go hunting",venor,Verb,4,4.117
crastinus –a –um,pertaining to tomorrow,crastinus,Adjective,4,4.118
ortus ortus m.,"birth, rising",ortus,Noun,2,4.118
Titan –anis m.,a Titan,Titan,Noun,1,4.119
radius radi(i) m.,ray; beam,radius,Noun,12,4.119
nigrans –antis,black,nigrans,Adjective,2,4.120
grando –inis f.,hail,grando,Noun,5,4.120
indago –inis f.,an inclosing or surrounding of the woods with the hunting nets; toils,indago,Noun,1,4.121
infundo –ere –fudi –fusus,to pour into or upon,infundo,Verb,7,4.122
tonitrus –us m. or tonitruum –i n. ,thunder,tonitrus,Noun,3,4.122
voluntas voluntatis f.,desire,voluntas,Noun,5,4.125
adversor –atus sum,to be against,adversor,Verb,1,4.127
rideo ridere risi risus,to laugh,rideo,Verb,4,4.128
reperio reperire repperi repertus,to find out,reperio,Verb,10,4.128
iubar –aris n.,brightness,iubar,Noun,1,4.130
rete retis n.,"net, trap",rete,Noun,2,4.131
plaga –ae f.,"net, snare",plaga,Noun,1,4.131
venabulum –i n.,hunting–spear,venabulum,Noun,2,4.131
Mass?lus –a –um,Massylian; Libyan,Massylus,Adjective,3,4.132
eques equitis m.,horseman,eques,Noun,18,4.132
odorus –a –um,keen–scented,odorus,Adjective,1,4.132
cunctor –ari –atus sum,to delay,cunctor,Verb,13,4.133
sonipes –edis,(noisy–hoofed) horse,sonipes,Noun,3,4.135
limbus –i m.,border,limbus,Noun,1,4.137
nodo nodare nodavi nodatus,to tie with a knot; bind,nodo,Verb,1,4.138
fibula –ae f.,clasp,fibula,Noun,4,4.139
Lycia –ae f.,Lycia,Lycia,Noun,5,4.143
fluentum –i n.,stream,fluentum,Noun,3,4.143
Delos –i f.,Delos (island),Delos,Noun,1,4.144
maternus –a –um,maternal,maternus,Adjective,7,4.144
inviso –ere –visi –visus,to come,inviso,Verb,3,4.144
Cres –etis,Cretan,Cres,Adjective,1,4.146
Dryopes –um m.,Dryopes,Dryopes,Noun,1,4.146
Agathyrsus –a –um,of or from the Agathyrsi,Agathyrsus,Adjective,1,4.146
eniteo –ere –ui,to shine forth,eniteo,Verb,1,4.150
capra –ae f.,she–goat; a goatish smell,capra,Noun,2,4.152
patens –entis,open; broad,patens,Adjective,4,4.153
pulverulentus –a– um,"covered with dust, dusty",pulverulentus,Adjective,3,4.155
praetereo praeterire praeterivi/praeterii praeteritus,to go by,praetereo,Verb,4,4.157
pronuba –ae f.,aiding in marriage rites; presiding over marriage; bridal–,pronuba,Noun,2,4.166
fulgeo fulgere fulsi,to shine,fulgeo,Verb,11,4.167
furtivus –a –um,"secret, furtive",furtivus,Adjective,2,4.171
praetego –tegere –texi –tectum,"to cover over, protect",praetego,Verb,1,4.172
velox –ocis,fast,velox,Adjective,6,4.174
mobilitas –atis f.,moveableness; swiftness,mobilitas,Noun,1,4.175
adquiro –ere –quisivi –quisitus,to seek in addition,adquiro,Verb,1,4.175
inrito (irrito) inritare inritavi inritatus,to exasperate,inrito,Verb,2,4.178
perhibeo –ere –ui –itus,to hold persistently; maintain,perhibeo,Verb,3,4.179
Coeus –i m.,Coeus,Coeus,Noun,1,4.179
progigno –ere –genui –genitus,to beget; bear,progigno,Verb,1,4.180
pernix pernicis,agile,pernix,Adjective,2,4.180
subrigo suberigo –ere –rexi –erectum,to raise up,subrigo,Verb,1,4.183
declino declinare declinavi declinatus,to turn down or away; of the eyes,declino,Verb,1,4.185
territo territare territavi territatus,to fill with alarm; affright,territo,Verb,4,4.187
fictum –i n.,falsehood,fictum,Noun,1,4.188
pravus –a –um,crooked,pravus,Adjective,1,4.188
tenax –acis,tenacious,tenax,Adjective,4,4.188
nuntia –ae f.,messenger,nuntia,Noun,1,4.188
multiplex –plicis,"having many folds, manifold",multiplex,Adjective,2,4.189
infectus –a –um,not done; unworked,infectus,Adjective,6,4.190
detorqueo –ere –torsi –tortus,"turn away; turn aside, sway (opinions, etc.)",detorqueo,Verb,6,4.196
aggero aggerare aggeravi aggeratus,to pile up,aggero,Verb,3,4.197
(H)ammon –onis m.,Zeus Ammon,Hammon,Noun,1,4.198
Garamantis –idis,"Garamantian, of the Garamantes (tribe)",Garamantis,Adjective,2,4.198
excubiae –arum f. pl.,"the keeping of a watch, a watch",excubiae,Noun,2,4.201
floreo florere florui,to bloom,floreo,Verb,5,4.202
rumor rumoris m.,rumor,rumor,Noun,6,4.203
amarus –a –um,bitter; harsh,amarus,Adjective,7,4.203
Maurusius –a –um,"Moorish, Mauretanian",Maurusius,Adjective,1,4.206
Lenaeus –a –um,Lenaeus,Lenaeus,Adjective,1,4.207
terrifico terrificare terrificavi terrificatus,to affright,terrifico,Verb,1,4.210
exiguus –a –um,"small, little",exiguus,Adjective,8,4.212
pretium pretii n.,"price, value, payment",pretium,Noun,9,4.212
semivir semiviri m.,half man,semivir,Noun,2,4.215
comitatus –us m.,an accompanying or following; a suite,comitatus,Noun,2,4.215
Maeonius –a –um,of Maeonia,Maeonius,Adjective,3,4.216
mentum menti n.,chin,mentum,Noun,6,4.216
mitra –ae f.,headband; turban,mitra,Noun,2,4.216
madeo –ere,"to be wet, be damp",madeo,Verb,5,4.216
raptum –i n.,plunder,raptum,Noun,3,4.217
Mercurius –ii m.,Mercurius,Mercurius,Noun,3,4.222
ideo,for this reason,ideo,Adverb,1,4.228
vindico vindicare vindicavi vindicatus,to claim,vindico,Verb,1,4.228
gravidus –a –um,heavy,gravidus,Noun,3,4.229
invideo invidere invidi invisus,to envy (+ dat.),invideo,Verb,6,4.234
summa summae f.,"peak, sum",summa,Noun,3,4.237
