PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
augeo augere auxi auctus,to increase,augeo,Verb,2,1.10.41
paternus –a –um,paternal,paternus,Adjective,2,1.10.41
lucrum lucri n.,"gain, profit",lucrum,Noun,2,1.10.42
prostituo –stituere –stitui –stitutum,to prostitute,prostituo,Verb,3,1.10.42
inemptus –a –um,unbought,inemptus,Adjective,1,1.10.43
conductor –oris m.,contractor,conductor,Noun,1,1.10.45
maneo manere mansi mansus,to remain,maneo,Verb,7,1.10.46
debitor –oris m.,debtor,debitor,Noun,1,1.10.46
paciscor pacisci pactus,to agree,paciscor,Verb,1,1.10.47
eventus eventus m.,result,eventus,Noun,1,1.10.48
sordidus –a –um,"dirty, sordid",sordidus,Adjective,4,1.10.48
armilla –ae f.,bracelet,armilla,Noun,1,1.10.49
pango pangere pepigi pactum,"to fasten, fix; settle for, agree upon, contract for",pango,Verb,1,1.10.49
exeo exire exivi/exii exitus,to go forth,exeo,Verb,5,1.10.51
traicio –icere –ieci –iectum,"to transport, pierce, cross over",traicio,Verb,3,1.10.51
viscus visceris n.,innards,viscus,Noun,2,1.10.51
monile –is n.,necklace,monile,Noun,1,1.10.52
praemium –(i)i n.,reward,praemium,Noun,3,1.10.53
uva –ae f.,grape,uva,Noun,5,1.10.55
Alcinous –i m.,Alcinous,Alcinous,Noun,1,1.10.56
pomum –i n.,fruit,pomum,Noun,6,1.10.56
benignus –a –um,kind,benignus,Adjective,2,1.10.56
ager agri m.,field,ager,Noun,8,1.10.56
numero numerare numeravi numeratus,to count,numero,Verb,1,1.10.57
studium studii n.,eagerness,studium,Noun,1,1.10.57
confero conferre contuli collatus,"to collect, transfer, move",confero,Verb,4,1.10.58
celebro celebrare celebravi celebratus,to frequent; celebrate,celebro,Verb,2,1.10.59
dos dotis f.,"gift, endowment; dowry",dos,Noun,3,1.10.60
scindo scindere scidi scissum,"to cut, rend, tear asunder",scindo,Verb,3,1.10.61
aurum auri n.,gold,aurum,Noun,8,1.10.61
tribuo tribuere tribui tributus,to assign,tribuo,Verb,1,1.10.62
dedignor –ari,to refuse scornfully,dedignor,Verb,2,1.10.63
odi odisse,to hate,odi,Verb,8,1.10.63
incertus –a –um,uncertain,incertus,Adjective,2,1.11.1
ordo ordinis m.,row,ordo,Noun,5,1.11.1
doctus –a –um,"taught, learned, skilled",doctus,Adjective,6,1.11.2
inter,"between, among; during",inter,Preposition,11,1.11.2
Nape –es f.,Nape,Nape,Noun,2,1.11.2
ministerium –i n.,"service, ministry",ministerium,Noun,1,1.11.3
hortor hortari hortatus sum,to urge,hortor,Verb,1,1.11.5
laboro laborare laboravi laboratum,to work,laboro,Verb,4,1.11.6
fidus –a –um,"faithful, trustworthy",fidus,Adjective,3,1.11.6
reperio reperire repperi repertus,to find out,reperio,Verb,5,1.11.6
peraro perarare peraravi peraratus,to incise,peraro,Verb,1,1.11.7
tabella tabellae f.,tablet,tabella,Noun,12,1.11.7
obsto obstare obstiti obstatum,"to stand before, stand in the way",obsto,Verb,1,1.11.8
sedulus –a –um,"careful, cautious, purposeful",sedulus,Adjective,1,1.11.8
pello pellere pepuli pulsus,"to drive (off), strike",pello,Verb,4,1.11.8
silex silicis n.,flint,silex,Noun,4,1.11.9
vena venae f.,vein,vena,Noun,1,1.11.9
credibilis –e,"believable, credible",credibilis,Adjective,4,1.11.11
militia –ae f.,military service,militia,Noun,6,1.11.12
tueor tueri tutus sum,to look at,tueor,Verb,5,1.11.12
continuo,"immediately, continuously",continuo,Adverb,1,1.11.16
mando mandare mandavi mandatus,to entrust,mando,Verb,1,1.11.17
futurum –i or futura –orum n.,the future,futurum,Noun,1,1.11.18
perlego –legere –legi –lectum,to read through,perlego,Verb,1,1.11.19
rescribo rescribere rescripsi rescriptum,"to rewrite, reply (to)",rescribo,Verb,3,1.11.19
splendidus –a –um,"shining, clear, brilliant, splendid",splendidus,Adjective,1,1.11.20
comprimo comprimere compressi compressum,to compress,comprimo,Verb,1,1.11.21
margo –inis m.,"rim; border, edge; margin",margo,Noun,1,1.11.22
littera litterae f.,letter (of the alphabet),littera,Noun,4,1.11.22
rado radere rasi rasum,"to shave, scratch; inscribe",rado,Verb,2,1.11.22
graphium –i n.,stylus,graphium,Noun,1,1.11.23
lasso lassare lassavi lassatus,"to tire out, wear out",lasso,Verb,2,1.11.23
scribo scribere scripsi scriptus,to write,scribo,Verb,2,1.11.24
victrix –icis f.,female conqueror; in triumph,victrix,Noun,1,1.11.25
redimio –imire –imii –imitum,to encircle (with a garland),redimio,Verb,3,1.11.25
aedes aedis f.,"building, shrine",aedes,Noun,1,1.11.26
subscribo –scribere –scripsi –scriptum,"to write under, sign",subscribo,Verb,1,1.11.27
dedico dedicare dedicavi dedicatus,"to declare, dedicate",dedico,Verb,1,1.11.28
vilis vilis vile,cheap,vilis,Adjective,3,1.11.28
acer aceris n.,maple tree,acer,Noun,1,1.11.28
casus casus m.,"fall, chance",casus,Noun,4,1.12.1
redeo redire redii reditum,to go back,redeo,Verb,4,1.12.1
infelix infelicis,"unfortunate, unhappy",infelix,Adjective,6,1.12.2
hodie,today,hodie,Adverb,2,1.12.2
omen ominis n.,omen,omen,Noun,4,1.12.3
aliquis aliquid and aliqui aliqua aliquod,"someone, something; some, any",aliquis,Pronoun,16,1.12.3
discedo discedere discessi discessum,"to go away, depart",discedo,Verb,2,1.12.3
resto restare restiti,to resist,resto,Verb,2,1.12.4
ico (icio) –ere –ici –ictus,to smite,ico,Verb,1,1.12.4
foras,out of doors,foras,Adverb,1,1.12.5
iterum,again,iterum,Adverb,5,1.12.5
cautus –a –um,"cautious, careful, prudent",cautus,Adjective,1,1.12.6
alte,"aloft, on high",alte,Adverb,1,1.12.6
hinc,"from here, hence",hinc,Adverb,7,1.12.7
funebris –e,funereal,funebris,Adjective,1,1.12.7
refercio –ire –fersi –fertus,to stuff or cram full,refercio,Verb,1,1.12.8
flos floris m.,flower,flos,Noun,2,1.12.9
cicuta –ae f.,hemlock,cicuta,Noun,2,1.12.9
infamis infamis infame,infamous,infamis,Adjective,2,1.12.10
Corsicus (Corsus) –a –um,Corsican,Corsicus,Noun,1,1.12.10
apis apis f.,bee,apis,Noun,1,1.12.10
minium –i n.,cinnabar,minium,Noun,1,1.12.11
penitus or penite,internally,penitus,Adverb,1,1.12.11
medico (medicor) medicare medicavi medicatus,"to treat, medicate (with); dye (with)",medico,Verb,2,1.12.11
rubeo rubere rubui,to be red,rubeo,Verb,4,1.12.11
color coloris m.,color,color,Noun,9,1.12.12
vere,truly,vere,Adverb,1,1.12.12
sanguinulentus –a –um,blood–red,sanguinulentus,Adjective,1,1.12.12
trivium –i n.,"a crossroads, gutter (often pl.)",trivium,Noun,1,1.12.13
inutilis –e,"useless, unserviceable",inutilis,Adjective,2,1.12.13
arbor (or arbos) arboris f.,tree,arbor,Noun,5,1.12.15
convinco convincere convici convictus,"to prove wrong, find guilty",convinco,Verb,2,1.12.16
suspendium –i n.,"act of hanging oneself, a hanging; gallows",suspendium,Noun,1,1.12.17
carnifex –icis m.,executioner,carnifex,Noun,2,1.12.18
crux crucis f.,cross,crux,Noun,1,1.12.18
bubo –onis m.,owl,bubo,Noun,1,1.12.19
vultur (volt–) vulturis m.,vulture,vultur,Noun,2,1.12.20
ramus rami m.,branch,ramus,Noun,2,1.12.20
strix –gis f.,screech owl,strix,Noun,1,1.12.20
ovum –i n.,egg,ovum,Noun,1,1.12.20
insanus –a –um,insane,insanus,Adjective,2,1.12.21
vadimonium –i n.,guarantee,vadimonium,Noun,1,1.12.23
garrulus –a –um,"talkative, chatty, babbling",garrulus,Adjective,5,1.12.23
cognitor,attorney,cognitor,Noun,1,1.12.24
ephemeris –idis f.,"day–book, account–book",ephemeris,Noun,1,1.12.25
tabula tabulae f.,"plank, (game) board; painting; writing tablet",tabula,Noun,1,1.12.25
auspicium auspici(i) n.,divination; authority,auspicium,Noun,1,1.12.28
iratus –a –um,angry,iratus,Adjective,5,1.12.29
cariosus –a –um,"decayed, rotten",cariosus,Adjective,1,1.12.29
senectus senectutis f.,old age,senectus,Noun,2,1.12.29
rodo rodere rosi rosum,"to gnaw, erode, slander",rodo,Verb,1,1.12.30
oceanus –i m.,the ocean,oceanus,Noun,1,1.13.1
aurora aurorae f.,"dawn, aurora",aurora,Noun,2,1.13.3
annuus –a –um,"of the year, yearly",annuus,Adjective,3,1.13.4
sollemnis –e,customary,sollemnis,Adjective,2,1.13.4
parento parentare parentavi parentatus,to make memorial offerings for one’s parents; make offerings at a grave; honor the dead,parento,Verb,1,1.13.4
quando,"when, since; some day (= si quando)",quando,Adverb,2,1.13.6
pinguis pingue,fat; dull,pinguis,Adjective,2,1.13.7
frigidus –a –um,"cool, cold",frigidus,Adjective,7,1.13.7
aer aeris m. (acc. sing. aera or aerem),air,aer,Noun,4,1.13.7
guttur –uris n.,"windpipe, throat",guttur,Noun,1,1.13.8
ingratus –a –um,unpleasant,ingratus,Adjective,5,1.13.9
roscidus –a –um,"dew–covered, dewy",roscidus,Adjective,1,1.13.10
supprimo –primere –pressi –pressum,"to hold back, check",supprimo,Verb,1,1.13.10
lorum lori n. or lorus –i m.,"thong, strap",lorum,Noun,5,1.13.10
ortus ortus m.,"birth, rising",ortus,Noun,1,1.13.11
nauta nautae m.,sailor,nauta,Noun,2,1.13.12
nescius –a –um,ignorant,nescius,Adjective,3,1.13.12
quamvis,"even though, although",quamvis,Adverb,18,1.13.13
viator –oris m.,"traveler, wayfarer",viator,Noun,2,1.13.13
apto aptare aptavi aptatus,"to adapt to, prepare; fit together, join",apto,Verb,3,1.13.14
bidens –ntis m.,"mattock, hoe",bidens,Noun,1,1.13.15
onero onerare oneravi oneratus,"to load, burden",onero,Verb,1,1.13.15
tardus –a –um,slow,tardus,Adjective,6,1.13.16
pandus –a –um,"bent, curved, crooked",pandus,Adjective,2,1.13.16
fraudo fraudare fraudavi fraudatus,"to defraud, cheat, act illegally",fraudo,Verb,2,1.13.17
trado tradere tradidi traditus,to hand over; report,trado,Verb,4,1.13.17
magister magistri m.,"master, chief, teacher",magister,Noun,2,1.13.17
spondeo –ere spopondi sponsum,to make a solemn promise,spondeo,Verb,2,1.13.19
consultus or iuris consultus or iurisconsultus –i m.,"legal expert, jurist",consultus,Adjective,1,1.13.21
iucundus –a –um,"pleasant, delightful, agreeable",iucundus,Adjective,2,1.13.21
disertus –a –um,"eloquent, expressive",disertus,Adjective,1,1.13.21
lis litis f.,lawsuit; quarrel,lis,Noun,1,1.13.22
femineus –a –um,feminine,femineus,Adjective,2,1.13.23
labor laboris m.,work,labor,Noun,5,1.13.23
lanificus –a –um,"wool–working, spinning",lanificus,Adjective,1,1.13.24
revoco revocare revocavi revocatus,to call back,revoco,Verb,6,1.13.24
pensum –i n.,"wool, allotment",pensum,Noun,1,1.13.24
perpetior –peti –pessus sum,"to bear to the end, endure",perpetior,Verb,1,1.13.25
ullus –a –um,any,ullus,Adjective,10,1.13.26
quotiens or quoties,how many times; whenever,quotiens,Adverb,8,1.13.27
spissus –a –um,"close, dense, thick",spissus,Adjective,1,1.13.30
nubes nubis f.,cloud,nubes,Noun,1,1.13.30
Cephalus –i m.,Cephalus,Cephalus,Noun,2,1.13.31
flagro flagrare flagravi flagraturus,to burn,flagro,Verb,1,1.13.31
ignotus –a –um,unknown,ignotus,Adjective,5,1.13.32
nequitia nequitiae or nequities –ei f.,depravity,nequitia,Noun,6,1.13.32
invidus –a –um,"envious, jealous",invidus,Adjective,4,1.13.33
ater atra atrum,black,ater,Adjective,2,1.13.33
Tithonus –i m.,Tithonus (name),Tithonus,Noun,3,1.13.35
narro –are –avi –atum,"to tell, report, recount",narro,Verb,7,1.13.35
refugio –ere –fugere –fugi,"to flee back, run away",refugio,Verb,3,1.13.37
aevum aevi n.,"eternity; lifetime, age",aevum,Noun,2,1.13.37
invisus –a –um,"hated, hostile",invisus,Adjective,3,1.13.38
senex senis m.,old man,senex,Noun,4,1.13.38
complector complecti complexus sum,to embrace,complector,Verb,3,1.13.39
lente,"slowly, leisurely",lente,Adverb,2,1.13.40
curro currere cucurri cursus,to run,curro,Verb,8,1.13.40
marceo –ere,"to wither, droop, be feeble",marceo,Verb,1,1.13.41
num,whether,num,Adverb,5,1.13.42
nubo nubere nupsi nuptum,to marry,nubo,Verb,1,1.13.42
concilio conciliare conciliavi conciliatus,"to advise, reconcile",concilio,Verb,1,1.13.42
quot,"how many , as many as (indeclinable)",quot,Pronoun,4,1.13.43
genitor genitoris m.,father,genitor,Noun,1,1.13.45
iurgium –i n.,"altercation, quarrel",iurgium,Noun,3,1.13.47
finio finire finivi finitus,"to finish, limit",finio,Verb,1,1.13.47
adsuetus –a –um,"usual, customary",adsuetus,Adjective,1,1.13.48
desisto desistere destiti destitus,"to cease, desist",desisto,Verb,1,1.14.1
tingo (tinguo) tingere tinxi tinctum,"to wet, moisten; dye, color",tingo,Verb,4,1.14.2
orno ornare ornavi ornatus,"to equip, decorate",orno,Verb,5,1.14.5
coloratus –a –um,colored,coloratus,Adjective,3,1.14.6
Seres –um m.,Chinese,Seres,Adjective,1,1.14.6
aranea araneae f.,spider,aranea,Noun,1,1.14.7
desertus –a –um,desolate; abandoned,desertus,Adjective,1,1.14.8
trabs trabis f.,beam of wood,trabs,Noun,1,1.14.8
neuter neutra neutrum,neither,neuter,Adjective,1,1.14.10
clivosus –a –um,"steep, hilly",clivosus,Adjective,1,1.14.11
valles vallis f.,valley,valles,Noun,3,1.14.11
Ida –ae or Ide –es f.,Mount Ida,Ida,Noun,4,1.14.11
arduus –a –um,"steep, difficult",arduus,Adjective,2,1.14.12
cortex –icis m.,"bark, shell, cork",cortex,Noun,1,1.14.12
cedrus –i f.,cedar,cedrus,Noun,1,1.14.12
docilis –e,"teachable, responsive",docilis,Adjective,1,1.14.13
centum; centesimus –a –um,100; 100th,centum,Number,6,1.14.13
flexus –us m.,"curl, wave; the act of bending or curling",flexus,Noun,1,1.14.13
acus –us m.,"hairpin, needle",acus,Noun,4,1.14.15
abrumpo abrumpere abrupi abruptum,"to break off, sever",abrumpo,Verb,3,1.14.15
vallum valli n.,fortification,vallum,Noun,1,1.14.15
pecten –inis m.,"comb; shell-fish, scallop",pecten,Noun,1,1.14.15
ornatrix –icis f.,"hairdresser, lady’s maid",ornatrix,Noun,1,1.14.16
saucius –a –um,wounded; afflicted; drunk,saucius,Adjective,2,1.14.18
nondum,not yet,nondum,Adverb,6,1.14.19
semisupinus –a –um,"half–supine, half–reclining on one’s back",semisupinus,Adjective,1,1.14.20
neglego neglegere neglexi neglectus,"to disregard, neglect",neglego,Verb,2,1.14.21
decens decentis,"attractive, seemly",decens,Adjective,4,1.14.21
Thracius –a –um,Thracian,Thracius,Adjective,1,1.14.21
Baccha –ae or Bacche –es f.,"a votary of Bacchus, a Bacchante",Baccha,Noun,1,1.14.21
temere,rashly,temere,Adverb,2,1.14.22
viridis –e,green,viridis,Adjective,4,1.14.22
lanugo –inis f.,"soft hair, down",lanugo,Noun,1,1.14.23
instar n.,"the equivalent, just like, + gen.",instar,Noun,4,1.14.23
vexo vexare vexavi vexatus,"to annoy, attack",vexo,Verb,2,1.14.24
patienter,"adv., patiently",patienter,Adverb,2,1.14.25
nexilis –e,"plaited, intertwined",nexilis,Adjective,1,1.14.26
procul,at a distance,procul,Adverb,8,1.14.29
removeo removere removi remotus,to move back,removeo,Verb,2,1.14.29
erudio erudire erudii eruditum,"to instruct, train; free from roughness",erudio,Verb,1,1.14.30
admoveo admovere admovi admotus,"to move to, bring to",admoveo,Verb,5,1.14.30
pereo perire perii peritus,to perish,pereo,Verb,13,1.14.31
Apollo –inis m.,Apollo,Apollo,Noun,3,1.14.31
insum inesse infui,to be in,insum,Verb,3,1.14.32
Dione –es f.,Dione; Venus,Dione,Noun,1,1.14.33
pingo pingere pinxi pictus,to paint,pingo,Verb,7,1.14.34
umeo –ere,"to be wet, moist",umeo,Verb,1,1.14.34
dispono disponere disposui dispositus,"to place, arrange, distribute",dispono,Verb,2,1.14.35
speculum –i n.,mirror,speculum,Noun,2,1.14.36
ineptus –a –um,silly,ineptus,Adjective,1,1.14.36
consuesco consuescere consuevi consuetus,to accustom; to be accustomed to,consuesco,Verb,1,1.14.37
immemor –oris,"unmindful, forgetful",immemor,Adjective,2,1.14.38
paelex –icis f.,a mistress who was a rival to a wife or lover,paelex,Noun,1,1.14.39
herba herbae f.,"grass, herb",herba,Noun,10,1.14.39
Haemonius –a –um,"Haemonian,  of or belonging to Thessaly (Haemonia)",Haemonius,Adjective,3,1.14.40
perfidus –a –um,"faithless, treacherous, false",perfidus,Adjective,2,1.14.40
lavo lavare (lavere) lavi lotus (lautus),to wash,lavo,Verb,1,1.14.40
morbus morbi m.,"sickness, disease",morbus,Noun,1,1.14.41
Germania –ae f.,Germany,Germania,Noun,1,1.14.45
gens gentis f.,"family, clan",gens,Noun,5,1.14.46
merx mercis f.,commodity,merx,Noun,1,1.14.48
nescioquis –qua –quid (also written as two words),"someone or other ; I know not who/what; to some degree, a little bit",nescioquis,Pronoun,6,1.14.49
laudo laudare laudavi laudatus,to praise,laudo,Verb,7,1.14.49
Sygamber (Sigamber) –bra –brum,of the Sygambri; a powerful Germanic tribe of Germans,Sygamber,Adjective,1,1.14.49
dextera dextera f.,right hand,dextera,Noun,8,1.14.51
rubor ruboris m.,redness,rubor,Noun,3,1.14.52
reparabilis –e,"reparable, recoverable",reparabilis,Adjective,1,1.14.55
nativus –a –um,"native, natural",nativus,Adjective,1,1.14.56
conspicio conspicere conspexi conspectus,"to catch sight of, behold",conspicio,Verb,4,1.14.56
livor –oris m.,bruising; envy,livor,Noun,4,1.15.1
edax –acis,"voracious, greedy",edax,Adjective,2,1.15.1
obiicio obiicere obieci obiectus,to throw in the way,obiicio,Verb,3,1.15.1
iners –ertis,"unskilled, lazy",iners,Adjective,4,1.15.2
pulverulentus –a– um,"covered with dust, dusty",pulverulentus,Adjective,2,1.15.4
verbosus –a –um,"wordy, verbose",verbosus,Adjective,1,1.15.5
edisco –discere –didici,"to learn thoroughly, study",edisco,Verb,1,1.15.5
forum fori n.,forum,forum,Noun,3,1.15.6
mortalis –e,mortal,mortalis,Adjective,3,1.15.7
Maeonides –ae m.,native of Maeonia,Maeonides,Noun,2,1.15.9
Tenedos –i f.,Tenedos (island),Tenedos,Noun,1,1.15.9
rapidus –a –um,swift,rapidus,Adjective,6,1.15.10
Simois –oentis m.,Simois,Simois,Noun,1,1.15.10
mare maris n.,sea,mare,Noun,8,1.15.10
volvo volvere volui volutum,"to roll, to ponder",volvo,Verb,2,1.15.10
Ascraeus –a –um,belonging to Ascra,Ascraeus,Adjective,1,1.15.11
mustum –i n.,must (fermenting grape juice),mustum,Noun,1,1.15.11
tumeo tumere tumui,"to swell, puff up",tumeo,Verb,1,1.15.11
incurvus –a –um,"bent, curved",incurvus,Adjective,1,1.15.12
falx falcis f.,"scythe, sickle",falx,Noun,2,1.15.12
reseco resecare resecui resectum,"to cut, cut back",reseco,Verb,1,1.15.12
Battiades –ae m.,son of Battus,Battiades,Noun,1,1.15.13
Sophocleus –a –um,Sophoclean,Sophocleus,Adjective,1,1.15.15
iactura –ae f.,loss (of stature/prestige); sacrifice,iactura,Noun,3,1.15.15
cothurnus (coturnus) –i m.,buskin,cothurnus,Noun,6,1.15.15
sol solis m.,sun,sol,Noun,4,1.15.16
Aratus –i m.,Aratus,Aratus,Noun,1,1.15.16
fallax –acis,"deceitful, treacherous, false",fallax,Adjective,3,1.15.17
improbus –a –um,bad,improbus,Adjective,3,1.15.17
Menander (Menandros) –i m.,Menander (name),Menander,Noun,1,1.15.18
Ennius –ii m.,Q. Ennius,Ennius,Noun,1,1.15.19
Accius –ii m.,Accius,Accius,Noun,1,1.15.19
Varro –onis m.,Varro (name),Varro,Noun,1,1.15.21
ratis ratis f.,raft,ratis,Noun,3,1.15.21
Aesonius –a –um,of or descended from Aeson,Aesonius,Adjective,1,1.15.22
sublimis sublime,elevated lofty heroic noble,sublimis,Adjective,2,1.15.23
Lucretius –ii m.,Lucretius,Lucretius,Noun,1,1.15.23
Tityrus –i m.,Tityrus,Tityrus,Noun,1,1.15.25
frux frugis f.,fruit,frux,Noun,5,1.15.25
Aeneius –a –um,of Aeneas,Aeneius,Adjective,1,1.15.25
Roma Romae f.,Rome,Roma,Noun,3,1.15.26
cultus –a –um,"cultivated; well-groomed; refined, sophisticated",cultus,Adjective,8,1.15.28
Tibullus –i m.,Tibullus,Tibullus,Noun,6,1.15.28
Gallus –i m.,Gallus (name),Gallus,Noun,4,1.15.29
Hesperius –a –um,of the west; western,Hesperius,Adjective,1,1.15.29
Eous –a –um,belonging to the dawn; eastern,Eous,Adjective,2,1.15.29
Lycoris –idis f.,Lycoris (name),Lycoris,Noun,1,1.15.30
patiens –ntis,"long–suffering, patient; hardy",patiens,Adjective,1,1.15.31
depereo –perire –perii,to destroy completely,depereo,Verb,2,1.15.32
mors mortis f.,death,mors,Noun,5,1.15.32
rex regis m.,king,rex,Noun,4,1.15.33
aurifer –fera –ferum,"gold-bearing, containing gold",aurifer,Adjective,1,1.15.34
ripa ripae f.,bank,ripa,Noun,6,1.15.34
Tagus –i m.,Tagus,Tagus,Noun,1,1.15.34
Castalius –a –um,Castalian,Castalius,Adjective,1,1.15.36
ministro ministrare ministravi ministratus,"to attend, serve",ministro,Verb,2,1.15.36
pascor –i,"to feed, nourish",pascor,Verb,5,1.15.39
quiesco quiescere quievi quietus,"to sleep, keep quiet",quiesco,Verb,3,1.15.39
adedo –ere –edi –esum,to consume,adedo,Verb,1,1.15.41
superstes –itis,"surviving, remaining alive after death",superstes,Adjective,2,1.15.42
Pelignus (Paelignus) –a –um,"of or belonging to the Peligni (a people of Central Italy), Pelignian",Pelignus,Adjective,6,2.1.1
nascor nasci natus sum,"to be born, come into being",nascor,Verb,5,2.1.1
aquosus –a –um,"abounding in water, rainy",aquosus,Adjective,2,2.1.1
poeta poetae m.,poet,poeta,Noun,5,2.1.2
severus –a –um,serious,severus,Adjective,6,2.1.3
theatrum theatri n.,theater,theatrum,Noun,3,2.1.4
sponsus –i m.,a lover who has promised marriage; fiancé,sponsus,Noun,1,2.1.5
rudis –e,uncultivated,rudis,Adjective,3,2.1.6
agnosco agnoscere agnovi agnitus,to recognize,agnosco,Verb,2,2.1.8
index indicis m.,informer; witness; book title,index,Noun,5,2.1.9
caelestis caeleste,from heaven,caelestis,Adjective,1,2.1.11
centimanus –a –um,with a hundred hands,centimanus,Adjective,1,2.1.12
G?ges –ae or –is m.,Gyges,Gyges,Noun,1,2.1.12
tellus telluris f.,earth,tellus,Noun,6,2.1.13
ulciscor ulcisci ultus sum,to avenge,ulciscor,Verb,2,2.1.13
ingero –ere –gessi –gestus,to carry; heap on; obtrude; say over and over,ingero,Verb,1,2.1.13
devexus –a –um,declining,devexus,Adjective,1,2.1.14
Pelion –i n. or Pelius (Pelios) –i m.,"Pelion, a mountain in Thessaly",Pelion,Noun,1,2.1.14
Ossa –ae f.,"Ossa, a mountain in Thessaly",Ossa,Noun,1,2.1.14
excido excidere excidi,"to fall out, drop; perish; be forgotten",excido,Verb,1,2.1.18
ignosco ignoscere ignovi ignotus,"to pardon, forgive",ignosco,Verb,2,2.1.19
elegi –orum m.,elegiac verses,elegi,Noun,3,2.1.21
resumo –sumere –sumpsi –sumptum,"to take up again, resume",resumo,Verb,2,2.1.21
sanguineus –a –um,"bloody, bloodshot",sanguineus,Adjective,1,2.1.23
niveus –a –um,snowy,niveus,Adjective,8,2.1.24
dissilio –ire –ui,to spring apart; burst asunder; be rent asunder,dissilio,Verb,1,2.1.25
faux faucis f.,mouth,faux,Noun,1,2.1.25
anguis anguis m. or f.,snake,anguis,Noun,3,2.1.25
fons fontis m.,"spring, fountain",fons,Noun,6,2.1.26
recurro –ere –curri –cursus,to run back; return,recurro,Verb,1,2.1.26
insero inserere inserui insertus,to fasten or put in; insert,insero,Verb,4,2.1.27
velox –ocis,fast,velox,Adjective,1,2.1.29
flebilis –e,"worthy of tears, lamentable",flebilis,Adjective,3,2.1.32
heros –ois m.,demigod; hero,heros,Noun,3,2.1.35
clarus –a –um,"clear, distinguished",clarus,Adjective,1,2.1.35
adhibeo adhibere adhibui adhibitus,to apply,adhibeo,Verb,2,2.1.37
dicto –are,"to say often, declare",dicto,Verb,2,2.1.38
penes,within one's power (+ acc.),penes,Preposition,1,2.2.1
periuro (periero) peiurare peiuravi periu2atus,Bagoas (name),Bagoas,Noun,1,2.2.1
hesternus –a –um,"of yesterday, yesterday's",hesternus,Adjective,2,2.2.3
spatior spatiari spatiatus sum,to walk about,spatior,Verb,2,2.2.3
Danaus –i m.,Danaus,Danaus,Noun,1,2.2.4
porticus porticus f.,"covered walk, colonnade, portico",porticus,Noun,1,2.2.4
scripta –orum n. pl.,"writings, works (in poetry or prose)",scripta,Noun,5,2.2.5
trepidus –a –um,agitated,trepidus,Adjective,2,2.2.6
molestus –a –um,"troublesome, annoying",molestus,Adjective,2,2.2.8
odium odii n.,hatred,odium,Noun,3,2.2.9
mereor mereri meritus sum,"to earn, deserve",mereor,Verb,2,2.2.9
sapiens –ntis,wise,sapiens,Adjective,2,2.2.11
enim,"in fact, for",enim,Conjunction,3,2.2.11
unde,"from where, whence",unde,Adverb,4,2.2.12
furiosus –a –um,mad,furiosus,Adjective,2,2.2.13
multi –orum m.,subst.,multi,Noun,4,2.2.14
libertas libertatis f.,freedom,libertas,Noun,2,2.2.15
obnoxius –a –um,"liable, guilty",obnoxius,Adjective,1,2.2.17
dissimulo dissimulare dissimulavi dissimulatus,"to conceal, dissemble",dissimulo,Verb,6,2.2.18
affectus –a –um,"furnished, supplied",affectus,Adjective,1,2.2.21
langueo languere langui —,"to be faint, be weary",langueo,Verb,2,2.2.21
viso visere visi visus,to look at,viso,Verb,1,2.2.22
indicium indici(i) n.,"information, evidence",indicium,Noun,5,2.2.22
fatigo fatigare fatigavi fatigatus,"to tire, wear out",fatigo,Verb,2,2.2.23
impono imponere imposui impositus,"to put on, impose",impono,Verb,6,2.2.24
sterto stertere,to snore,sterto,Verb,1,2.2.24
liniger gera gerum,linen–wearing,liniger,Adjective,1,2.2.25
curvus –a –um,curved,curvus,Adjective,5,2.2.26
assiduus –a –um,"established, steady",assiduus,Adjective,2,2.2.27
commissum –i n.,an offense,commissum,Noun,2,2.2.27
autem,however; moreover,autem,Conjunction,1,2.2.28
alius alia aliud (archaic: alis alid),"other, another",alius,Adjective,9,2.2.30
interdum,sometimes,interdum,Adverb,1,2.2.35
contra,"against, opposite (adv. and prep. +acc.)",contra,Preposition,3,2.2.37
tuto,safely,tuto,Adverb,3,2.2.37
diluo diluere dilui dilutus,to dissolve; wash,diluo,Verb,1,2.2.37
altus –a –um,"tall, high; deep",altus,Adjective,14,2.2.39
peculium –i n.,property; money,peculium,Noun,1,2.2.39
liber libera liberum,free,liber,Adjective,3,2.2.40
squalidus –a –um,rough; filthy,squalidus,Adjective,1,2.2.42
orbus –a –um,bereft,orbus,Adjective,2,2.2.42
fugax –acis,swift in flight,fugax,Adjective,2,2.2.43
Tantalus –i m.,Tantalus (name),Tantalus,Noun,2,2.2.44
Iunonius –a –um,pertaining to Juno,Iunonius,Adjective,3,2.2.45
occido occidere occidi occasus,to go down; set; fall,occido,Verb,3,2.2.46
compes (conpes) compedis f.,"a fetter, shackle",compes,Noun,1,2.2.47
incestum –i n.,profanation of religion; incest,incestum,Noun,1,2.2.48
quisquam quicquam,"someone, anyone",quisquam,Pronoun,9,2.2.52
sive or seu,whether; or if,sive,Conjunction,12,2.2.53
tepeo –ere,to be moderately warm; to reek,tepeo,Verb,1,2.2.53
